corpus,source_row,sentence_id,language,span_len,switch_form,switch_upos,switch_deprel,switch_lang_tag,register,secondary_register,topic,sentence_len,has_emoji,total_spa,total_gua,is_functional,upos_class,high_scope_deprel,switch_start,token_id,form,upos,deprel,raw_lang_tag
Paraguay,186.0,256,Guarani,2.0,Mbae,PRON,nsubj,gn,Informal,Personal,UserMention_Request_Response,7,1.0,1.0,3.0,False,other,False,1,,,,,
Paraguay,186.0,256,Spanish,1.0,la,DET,det,es-b-ul,Informal,Personal,UserMention_Request_Response,7,1.0,1.0,3.0,True,functional,False,1,,,,,
Paraguay,186.0,256,Guarani,1.0,pea,PRON,obj,gn,Informal,Personal,UserMention_Request_Response,7,1.0,1.0,3.0,False,other,False,1,,,,,
Paraguay,,256,Spanish,,,,,,Informal,Personal,UserMention_Request_Response,7,,,,False,lexical,False,0,1.0,@USER,PROPN,vocative,ne-b-per
Paraguay,,256,Guarani,,,,,,Informal,Personal,UserMention_Request_Response,7,,,,False,other,False,1,2.0,Mbae,PRON,nsubj,gn
Paraguay,,256,Guarani,,,,,,Informal,Personal,UserMention_Request_Response,7,,,,False,lexical,False,0,3.0,he'ise,VERB,root,gn
Paraguay,,256,Spanish,,,,,,Informal,Personal,UserMention_Request_Response,7,,,,True,functional,False,1,4.0,la,DET,det,es-b-ul
Paraguay,,256,Guarani,,,,,,Informal,Personal,UserMention_Request_Response,7,,,,False,other,False,1,5.0,pea,PRON,obj,gn
Paraguay,187.0,257,Spanish,5.0,obra,NOUN,obj,es-b-ul,Formal,News,Infrastructure_Contract,9,0.0,5.0,3.0,False,lexical,False,1,,,,,
Paraguay,,257,Guarani,,,,,,Formal,News,Infrastructure_Contract,9,,,,True,functional,False,0,1.0,Ko,DET,det,gn
Paraguay,,257,Guarani,,,,,,Formal,News,Infrastructure_Contract,9,,,,False,lexical,False,0,2.0,pirapire,NOUN,nsubj,gn
Paraguay,,257,Guarani,,,,,,Formal,News,Infrastructure_Contract,9,,,,False,lexical,False,0,3.0,oiporúva,VERB,root,gn
Paraguay,,257,Spanish,,,,,,Formal,News,Infrastructure_Contract,9,,,,False,lexical,False,1,4.0,obra,NOUN,obj,es-b-ul
Paraguay,,257,Spanish,,,,,,Formal,News,Infrastructure_Contract,9,,,,False,lexical,False,0,5.0,complementaria,ADJ,amod,es-i-ul
Paraguay,,257,Spanish,,,,,,Formal,News,Infrastructure_Contract,9,,,,False,lexical,False,0,6.0,Franja,PROPN,nmod,ne-b-loc
Paraguay,,257,Spanish,,,,,,Formal,News,Infrastructure_Contract,9,,,,False,lexical,False,0,7.0,Costera,PROPN,flat,ne-i-loc
Paraguay,,257,Spanish,,,,,,Formal,News,Infrastructure_Contract,9,,,,False,lexical,False,0,8.0,Sur,PROPN,flat,ne-i-loc
Paraguay,188.0,259,Guarani,6.0,iñirûnguéra,NOUN,nmod,gn,Formal,News,Corruption_Donations_Procurement,19,0.0,7.0,9.0,False,lexical,False,1,,,,,
Paraguay,188.0,259,Spanish,2.0,negocio,NOUN,obj,es-b-ul,Formal,News,Corruption_Donations_Procurement,19,0.0,7.0,9.0,False,lexical,False,1,,,,,
Paraguay,188.0,259,Guarani,2.0,ko,DET,det,gn,Formal,News,Corruption_Donations_Procurement,19,0.0,7.0,9.0,True,functional,False,1,,,,,
Paraguay,188.0,259,Spanish,3.0,contrabando,NOUN,conj,es-b-cc,Formal,News,Corruption_Donations_Procurement,19,0.0,7.0,9.0,False,lexical,False,1,,,,,
Paraguay,188.0,259,Guarani,1.0,ha,CCONJ,cc,gn,Formal,News,Corruption_Donations_Procurement,19,0.0,7.0,9.0,True,functional,True,1,,,,,
Paraguay,188.0,259,Spanish,1.0,autotráfico,NOUN,conj,es-b-cc,Formal,News,Corruption_Donations_Procurement,19,0.0,7.0,9.0,False,lexical,False,1,,,,,
Paraguay,,259,Spanish,,,,,,Formal,News,Corruption_Donations_Procurement,19,,,,False,lexical,False,0,1.0,Nelson,PROPN,nsubj,ne-b-per
Paraguay,,259,Spanish,,,,,,Formal,News,Corruption_Donations_Procurement,19,,,,False,lexical,False,0,2.0,Vera,PROPN,flat,ne-i-per
Paraguay,,259,Guarani,,,,,,Formal,News,Corruption_Donations_Procurement,19,,,,False,lexical,False,1,3.0,iñirûnguéra,NOUN,nmod,gn
Paraguay,,259,Guarani,,,,,,Formal,News,Corruption_Donations_Procurement,19,,,,True,functional,False,0,4.0,ndive,ADP,case,gn
Paraguay,,259,Guarani,,,,,,Formal,News,Corruption_Donations_Procurement,19,,,,False,lexical,False,0,5.0,oike,VERB,root,gn
Paraguay,,259,Guarani,,,,,,Formal,News,Corruption_Donations_Procurement,19,,,,True,functional,True,0,6.0,ha,CCONJ,cc,gn
Paraguay,,259,Guarani,,,,,,Formal,News,Corruption_Donations_Procurement,19,,,,False,lexical,False,0,7.0,ndoguerohorýi,VERB,conj,gn
Paraguay,,259,Guarani,,,,,,Formal,News,Corruption_Donations_Procurement,19,,,,False,other,False,0,8.0,mokõi,NUM,nummod,gn
Paraguay,,259,Spanish,,,,,,Formal,News,Corruption_Donations_Procurement,19,,,,False,lexical,False,1,9.0,negocio,NOUN,obj,es-b-ul
Paraguay,,259,Spanish,,,,,,Formal,News,Corruption_Donations_Procurement,19,,,,False,lexical,False,0,10.0,intocable,ADJ,amod,es-i-ul
Paraguay,,259,Guarani,,,,,,Formal,News,Corruption_Donations_Procurement,19,,,,True,functional,False,1,11.0,ko,DET,det,gn
Paraguay,,259,Guarani,,,,,,Formal,News,Corruption_Donations_Procurement,19,,,,False,lexical,False,0,12.0,tavaguasúpe,NOUN,obl,gn
Paraguay,,259,Spanish,,,,,,Formal,News,Corruption_Donations_Procurement,19,,,,False,lexical,False,1,14.0,contrabando,NOUN,conj,es-b-cc
Paraguay,,259,Spanish,,,,,,Formal,News,Corruption_Donations_Procurement,19,,,,True,functional,False,0,15.0,de,ADP,case,es-i-cc
Paraguay,,259,Spanish,,,,,,Formal,News,Corruption_Donations_Procurement,19,,,,False,lexical,False,0,16.0,cemento,NOUN,nmod,es-i-cc
Paraguay,,259,Guarani,,,,,,Formal,News,Corruption_Donations_Procurement,19,,,,True,functional,True,1,17.0,ha,CCONJ,cc,gn
Paraguay,,259,Spanish,,,,,,Formal,News,Corruption_Donations_Procurement,19,,,,False,lexical,False,1,18.0,autotráfico,NOUN,conj,es-b-cc
Paraguay,189.0,260,Guarani,5.0,Moopio,INTJ,root,gn,Informal,Opinion,Opinion_Commentary,7,0.0,1.0,5.0,False,other,False,1,,,,,
Paraguay,189.0,260,Spanish,1.0,aborto,NOUN,appos,es-b-ul,Informal,Opinion,Opinion_Commentary,7,0.0,1.0,5.0,False,lexical,False,1,,,,,
Paraguay,,260,Spanish,,,,,,Informal,Opinion,Opinion_Commentary,7,,,,False,lexical,False,0,1.0,@USER,PROPN,vocative,ne-b-per
Paraguay,,260,Guarani,,,,,,Informal,Opinion,Opinion_Commentary,7,,,,False,other,False,1,2.0,Moopio,INTJ,root,gn
Paraguay,,260,Guarani,,,,,,Informal,Opinion,Opinion_Commentary,7,,,,False,other,False,0,3.0,nde,PRON,det,gn
Paraguay,,260,Guarani,,,,,,Informal,Opinion,Opinion_Commentary,7,,,,False,other,False,0,4.0,mbae,PRON,amod,gn
Paraguay,,260,Guarani,,,,,,Informal,Opinion,Opinion_Commentary,7,,,,False,lexical,False,0,5.0,vai,ADJ,amod,gn
Paraguay,,260,Guarani,,,,,,Informal,Opinion,Opinion_Commentary,7,,,,False,lexical,False,0,6.0,kururu,NOUN,obj,gn
Paraguay,,260,Spanish,,,,,,Informal,Opinion,Opinion_Commentary,7,,,,False,lexical,False,1,7.0,aborto,NOUN,appos,es-b-ul
Paraguay,190.0,261,Spanish,3.0,gente,NOUN,nsubj,es-b-cc,Formal,News,Protest_Report,15,0.0,4.0,9.0,False,lexical,False,1,,,,,
Paraguay,190.0,261,Guarani,1.0,rovái,NOUN,nmod,gn,Formal,News,Protest_Report,15,0.0,4.0,9.0,False,lexical,False,1,,,,,
Paraguay,190.0,261,Guarani,2.0,oha'ãrõvo,VERB,advcl,gn,Formal,News,Protest_Report,15,0.0,4.0,9.0,False,lexical,False,1,,,,,
Paraguay,190.0,261,Spanish,1.0,porton,NOUN,obj,es-b-ul,Formal,News,Protest_Report,15,0.0,4.0,9.0,False,lexical,False,1,,,,,
Paraguay,190.0,261,Guarani,2.0,oike,VERB,advcl,gn,Formal,News,Protest_Report,15,0.0,4.0,9.0,False,lexical,False,1,,,,,
Paraguay,,261,Guarani,,,,,,Formal,News,Protest_Report,15,,,,False,other,False,0,1.0,Upéicha,ADV,advmod,gn
Paraguay,,261,Guarani,,,,,,Formal,News,Protest_Report,15,,,,False,lexical,False,0,2.0,oguahëve,VERB,root,gn
Paraguay,,261,Guarani,,,,,,Formal,News,Protest_Report,15,,,,False,lexical,False,0,3.0,ohóvo,VERB,advcl,gn
Paraguay,,261,Guarani,,,,,,Formal,News,Protest_Report,15,,,,True,functional,False,0,4.0,umi,DET,det,gn
Paraguay,,261,Spanish,,,,,,Formal,News,Protest_Report,15,,,,False,lexical,False,1,5.0,gente,NOUN,nsubj,es-b-cc
Paraguay,,261,Spanish,,,,,,Formal,News,Protest_Report,15,,,,False,lexical,False,0,6.0,RI,PROPN,nmod,ne-b-org
Paraguay,,261,Spanish,,,,,,Formal,News,Protest_Report,15,,,,False,other,False,0,7.0,14,NUM,nummod,ne-i-org
Paraguay,,261,Guarani,,,,,,Formal,News,Protest_Report,15,,,,False,lexical,False,1,8.0,rovái,NOUN,nmod,gn
Paraguay,,261,Guarani,,,,,,Formal,News,Protest_Report,15,,,,False,lexical,False,1,10.0,oha'ãrõvo,VERB,advcl,gn
Paraguay,,261,Guarani,,,,,,Formal,News,Protest_Report,15,,,,False,lexical,False,0,11.0,oipe'a,VERB,ccomp,gn
Paraguay,,261,Spanish,,,,,,Formal,News,Protest_Report,15,,,,False,lexical,False,1,12.0,porton,NOUN,obj,es-b-ul
Paraguay,,261,Guarani,,,,,,Formal,News,Protest_Report,15,,,,False,lexical,False,1,13.0,oike,VERB,advcl,gn
Paraguay,,261,Guarani,,,,,,Formal,News,Protest_Report,15,,,,True,functional,True,0,14.0,haguã,SCONJ,mark,gn
Paraguay,191.0,263,Spanish,4.0,ganador,NOUN,nmod,es-b-ul,Formal,Culture_Arts,Cultural_Event_Festival,30,0.0,20.0,4.0,False,lexical,False,1,,,,,
Paraguay,191.0,263,Guarani,1.0,ohechauka,VERB,root,gn,Formal,Culture_Arts,Cultural_Event_Festival,30,0.0,20.0,4.0,False,lexical,False,1,,,,,
Paraguay,191.0,263,Spanish,1.0,repertorio,NOUN,obj,es-b-ul,Formal,Culture_Arts,Cultural_Event_Festival,30,0.0,20.0,4.0,False,lexical,False,1,,,,,
Paraguay,191.0,263,Guarani,1.0,pyahu,ADJ,amod,gn,Formal,Culture_Arts,Cultural_Event_Festival,30,0.0,20.0,4.0,False,lexical,False,1,,,,,
Paraguay,191.0,263,Spanish,1.0,edición,NOUN,obl,es-b-ul,Formal,Culture_Arts,Cultural_Event_Festival,30,0.0,20.0,4.0,False,lexical,False,1,,,,,
Paraguay,191.0,263,Guarani,1.0,péva,PRON,det,gn,Formal,Culture_Arts,Cultural_Event_Festival,30,0.0,20.0,4.0,False,other,False,1,,,,,
Paraguay,191.0,263,Spanish,7.0,Festival,PROPN,nmod,ne-b-org,Formal,Culture_Arts,Cultural_Event_Festival,30,0.0,20.0,4.0,False,lexical,False,1,,,,,
Paraguay,191.0,263,Guarani,1.0,ojekuaáva,VERB,conj,gn,Formal,Culture_Arts,Cultural_Event_Festival,30,0.0,20.0,4.0,False,lexical,False,1,,,,,
Paraguay,191.0,263,Spanish,4.0,Festival,PROPN,obj,ne-b-org,Formal,Culture_Arts,Cultural_Event_Festival,30,0.0,20.0,4.0,False,lexical,False,1,,,,,
Paraguay,,263,Spanish,,,,,,Formal,Culture_Arts,Cultural_Event_Festival,30,,,,False,lexical,False,0,1.0,Grupo,NOUN,compound,ne-b-org
Paraguay,,263,Spanish,,,,,,Formal,Culture_Arts,Cultural_Event_Festival,30,,,,False,lexical,False,0,2.0,Tierra,PROPN,compound,ne-i-org
Paraguay,,263,Spanish,,,,,,Formal,Culture_Arts,Cultural_Event_Festival,30,,,,False,lexical,False,0,3.0,Adentro,PROPN,nmod,ne-i-org
Paraguay,,263,Spanish,,,,,,Formal,Culture_Arts,Cultural_Event_Festival,30,,,,False,lexical,False,1,5.0,ganador,NOUN,nmod,es-b-ul
Paraguay,,263,Spanish,,,,,,Formal,Culture_Arts,Cultural_Event_Festival,30,,,,False,lexical,False,0,6.0,Poncho,PROPN,obj,es-i-ul
Paraguay,,263,Spanish,,,,,,Formal,Culture_Arts,Cultural_Event_Festival,30,,,,True,functional,False,0,7.0,de,ADP,case,es-i-ul
Paraguay,,263,Spanish,,,,,,Formal,Culture_Arts,Cultural_Event_Festival,30,,,,False,lexical,False,0,8.0,Oro,PROPN,nmod,es-i-ul
Paraguay,,263,Guarani,,,,,,Formal,Culture_Arts,Cultural_Event_Festival,30,,,,False,lexical,False,1,11.0,ohechauka,VERB,root,gn
Paraguay,,263,Spanish,,,,,,Formal,Culture_Arts,Cultural_Event_Festival,30,,,,False,lexical,False,1,12.0,repertorio,NOUN,obj,es-b-ul
Paraguay,,263,Guarani,,,,,,Formal,Culture_Arts,Cultural_Event_Festival,30,,,,False,lexical,False,1,13.0,pyahu,ADJ,amod,gn
Paraguay,,263,Spanish,,,,,,Formal,Culture_Arts,Cultural_Event_Festival,30,,,,False,lexical,False,1,15.0,edición,NOUN,obl,es-b-ul
Paraguay,,263,Guarani,,,,,,Formal,Culture_Arts,Cultural_Event_Festival,30,,,,False,other,False,1,16.0,péva,PRON,det,gn
Paraguay,,263,Spanish,,,,,,Formal,Culture_Arts,Cultural_Event_Festival,30,,,,False,lexical,False,1,17.0,Festival,PROPN,nmod,ne-b-org
Paraguay,,263,Spanish,,,,,,Formal,Culture_Arts,Cultural_Event_Festival,30,,,,False,lexical,False,0,18.0,Nacional,ADJ,amod,ne-i-org
Paraguay,,263,Spanish,,,,,,Formal,Culture_Arts,Cultural_Event_Festival,30,,,,True,functional,False,0,19.0,del,ADP,case,ne-i-org
Paraguay,,263,Spanish,,,,,,Formal,Culture_Arts,Cultural_Event_Festival,30,,,,False,lexical,False,0,20.0,Poncho,PROPN,nmod,ne-i-org
Paraguay,,263,Spanish,,,,,,Formal,Culture_Arts,Cultural_Event_Festival,30,,,,False,lexical,False,0,21.0,Para’i,PROPN,flat,ne-i-org
Paraguay,,263,Spanish,,,,,,Formal,Culture_Arts,Cultural_Event_Festival,30,,,,False,other,False,0,22.0,60,NUM,nummod,ne-i-org
Paraguay,,263,Spanish,,,,,,Formal,Culture_Arts,Cultural_Event_Festival,30,,,,False,lexical,False,0,23.0,Lista,NOUN,obl,ne-i-org
Paraguay,,263,Guarani,,,,,,Formal,Culture_Arts,Cultural_Event_Festival,30,,,,False,lexical,False,1,25.0,ojekuaáva,VERB,conj,gn
Paraguay,,263,Spanish,,,,,,Formal,Culture_Arts,Cultural_Event_Festival,30,,,,False,lexical,False,1,26.0,Festival,PROPN,obj,ne-b-org
Paraguay,,263,Spanish,,,,,,Formal,Culture_Arts,Cultural_Event_Festival,30,,,,True,functional,False,0,27.0,de,ADP,case,ne-i-org
Paraguay,,263,Spanish,,,,,,Formal,Culture_Arts,Cultural_Event_Festival,30,,,,True,functional,False,0,28.0,la,DET,det,ne-i-org
Paraguay,,263,Spanish,,,,,,Formal,Culture_Arts,Cultural_Event_Festival,30,,,,False,lexical,False,0,29.0,República,PROPN,nmod,ne-i-org
Paraguay,192.0,264,Spanish,3.0,Juan,PROPN,flat,ne-b-per,Formal,News,Environment_NationalParks,19,0.0,6.0,7.0,False,lexical,False,1,,,,,
Paraguay,192.0,264,Spanish,1.0,ANR,PROPN,nmod,ne-b-org,Formal,News,Environment_NationalParks,19,0.0,6.0,7.0,False,lexical,False,1,,,,,
Paraguay,192.0,264,Guarani,3.0,omyakã,VERB,root,gn,Formal,News,Environment_NationalParks,19,0.0,6.0,7.0,False,lexical,False,1,,,,,
Paraguay,192.0,264,Spanish,2.0,minga,NOUN,compound,es-b-cc,Formal,News,Environment_NationalParks,19,0.0,6.0,7.0,False,lexical,False,1,,,,,
Paraguay,192.0,264,Guarani,2.0,ha,CCONJ,cc,gn,Formal,News,Environment_NationalParks,19,0.0,6.0,7.0,True,functional,True,1,,,,,
Paraguay,192.0,264,Guarani,1.0,ndive,ADP,case,gn,Formal,News,Environment_NationalParks,19,0.0,6.0,7.0,True,functional,False,1,,,,,
Paraguay,,264,Guarani,,,,,,Formal,News,Environment_NationalParks,19,,,,False,lexical,False,0,1.0,Karai,NOUN,compound,gn
Paraguay,,264,Guarani,,,,,,Formal,News,Environment_NationalParks,19,,,,False,lexical,False,0,2.0,intendente,NOUN,appos,gn
Paraguay,,264,Spanish,,,,,,Formal,News,Environment_NationalParks,19,,,,False,lexical,False,1,3.0,Juan,PROPN,flat,ne-b-per
Paraguay,,264,Spanish,,,,,,Formal,News,Environment_NationalParks,19,,,,False,lexical,False,0,4.0,Carlos,PROPN,flat,ne-i-per
Paraguay,,264,Spanish,,,,,,Formal,News,Environment_NationalParks,19,,,,False,lexical,False,0,5.0,Matto,PROPN,nsubj,ne-i-per
Paraguay,,264,Spanish,,,,,,Formal,News,Environment_NationalParks,19,,,,False,lexical,False,1,7.0,ANR,PROPN,nmod,ne-b-org
Paraguay,,264,Guarani,,,,,,Formal,News,Environment_NationalParks,19,,,,False,lexical,False,1,10.0,omyakã,VERB,root,gn
Paraguay,,264,Guarani,,,,,,Formal,News,Environment_NationalParks,19,,,,True,functional,False,0,11.0,ko,DET,det,gn
Paraguay,,264,Guarani,,,,,,Formal,News,Environment_NationalParks,19,,,,False,lexical,False,0,12.0,ára,NOUN,obj,gn
Paraguay,,264,Spanish,,,,,,Formal,News,Environment_NationalParks,19,,,,False,lexical,False,1,13.0,minga,NOUN,compound,es-b-cc
Paraguay,,264,Spanish,,,,,,Formal,News,Environment_NationalParks,19,,,,False,lexical,False,0,14.0,ambiental,ADJ,amod,es-i-cc
Paraguay,,264,Guarani,,,,,,Formal,News,Environment_NationalParks,19,,,,True,functional,True,1,15.0,ha,CCONJ,cc,gn
Paraguay,,264,Guarani,,,,,,Formal,News,Environment_NationalParks,19,,,,False,other,False,0,16.0,py'ÿiete,ADV,advmod,gn
Paraguay,,264,Guarani,,,,,,Formal,News,Environment_NationalParks,19,,,,True,functional,False,1,18.0,ndive,ADP,case,gn
Paraguay,193.0,265,Spanish,3.0,nota,NOUN,obl,es-b-cc,Formal,Culture_Arts,Cultural_Event_Festival,32,0.0,13.0,10.0,False,lexical,False,1,,,,,
Paraguay,193.0,265,Spanish,2.0,Pájaro,PROPN,compound,es-b-cc,Formal,Culture_Arts,Cultural_Event_Festival,32,0.0,13.0,10.0,False,lexical,False,1,,,,,
Paraguay,193.0,265,Spanish,4.0,recopilación,NOUN,root,es-b-ul,Formal,Culture_Arts,Cultural_Event_Festival,32,0.0,13.0,10.0,False,lexical,False,1,,,,,
Paraguay,193.0,265,Guarani,2.0,orekóvo,VERB,advcl,gn,Formal,Culture_Arts,Cultural_Event_Festival,32,0.0,13.0,10.0,False,lexical,False,1,,,,,
Paraguay,193.0,265,Spanish,4.0,guía,NOUN,obj,es-b-ul,Formal,Culture_Arts,Cultural_Event_Festival,32,0.0,13.0,10.0,False,lexical,False,1,,,,,
Paraguay,193.0,265,Guarani,1.0,upe,DET,det,gn,Formal,Culture_Arts,Cultural_Event_Festival,32,0.0,13.0,10.0,True,functional,False,1,,,,,
Paraguay,193.0,265,Spanish,2.0,pieza,NOUN,nsubj,es-b-cc,Formal,Culture_Arts,Cultural_Event_Festival,32,0.0,13.0,10.0,False,lexical,False,1,,,,,
Paraguay,193.0,265,Guarani,5.0,ñanemoguahêva,VERB,acl,gn,Formal,Culture_Arts,Cultural_Event_Festival,32,0.0,13.0,10.0,False,lexical,False,1,,,,,
Paraguay,,265,Guarani,,,,,,Formal,Culture_Arts,Cultural_Event_Festival,32,,,,False,lexical,False,0,1.0,Omoîvo,VERB,advcl,gn
Paraguay,,265,Guarani,,,,,,Formal,Culture_Arts,Cultural_Event_Festival,32,,,,False,lexical,False,0,2.0,ta’anga,NOUN,obj,gn
Paraguay,,265,Spanish,,,,,,Formal,Culture_Arts,Cultural_Event_Festival,32,,,,False,lexical,False,1,4.0,nota,NOUN,obl,es-b-cc
Paraguay,,265,Spanish,,,,,,Formal,Culture_Arts,Cultural_Event_Festival,32,,,,False,lexical,False,0,5.0,obra,NOUN,nmod,es-i-cc
Paraguay,,265,Spanish,,,,,,Formal,Culture_Arts,Cultural_Event_Festival,32,,,,False,lexical,False,0,6.0,popular,ADJ,amod,es-i-cc
Paraguay,,265,Spanish,,,,,,Formal,Culture_Arts,Cultural_Event_Festival,32,,,,False,lexical,False,1,8.0,Pájaro,PROPN,compound,es-b-cc
Paraguay,,265,Spanish,,,,,,Formal,Culture_Arts,Cultural_Event_Festival,32,,,,False,lexical,False,0,9.0,Campana,PROPN,appos,es-i-cc
Paraguay,,265,Spanish,,,,,,Formal,Culture_Arts,Cultural_Event_Festival,32,,,,False,lexical,False,1,12.0,recopilación,NOUN,root,es-b-ul
Paraguay,,265,Spanish,,,,,,Formal,Culture_Arts,Cultural_Event_Festival,32,,,,False,lexical,False,0,13.0,Félix,PROPN,compound,ne-b-per
Paraguay,,265,Spanish,,,,,,Formal,Culture_Arts,Cultural_Event_Festival,32,,,,False,lexical,False,0,14.0,Pérez,PROPN,compound,ne-i-per
Paraguay,,265,Spanish,,,,,,Formal,Culture_Arts,Cultural_Event_Festival,32,,,,False,lexical,False,0,15.0,Cardozo,PROPN,nmod,ne-i-per
Paraguay,,265,Guarani,,,,,,Formal,Culture_Arts,Cultural_Event_Festival,32,,,,False,lexical,False,1,17.0,orekóvo,VERB,advcl,gn
Paraguay,,265,Guarani,,,,,,Formal,Culture_Arts,Cultural_Event_Festival,32,,,,True,functional,False,0,18.0,peteî,DET,det,gn
Paraguay,,265,Spanish,,,,,,Formal,Culture_Arts,Cultural_Event_Festival,32,,,,False,lexical,False,1,19.0,guía,NOUN,obj,es-b-ul
Paraguay,,265,Spanish,,,,,,Formal,Culture_Arts,Cultural_Event_Festival,32,,,,False,lexical,False,0,20.0,maestro,NOUN,nmod,es-i-ul
Paraguay,,265,Spanish,,,,,,Formal,Culture_Arts,Cultural_Event_Festival,32,,,,False,lexical,False,0,21.0,Luis,PROPN,compound,ne-b-per
Paraguay,,265,Spanish,,,,,,Formal,Culture_Arts,Cultural_Event_Festival,32,,,,False,lexical,False,0,22.0,Szarán,PROPN,appos,ne-i-per
Paraguay,,265,Guarani,,,,,,Formal,Culture_Arts,Cultural_Event_Festival,32,,,,True,functional,False,1,24.0,upe,DET,det,gn
Paraguay,,265,Spanish,,,,,,Formal,Culture_Arts,Cultural_Event_Festival,32,,,,False,lexical,False,1,25.0,pieza,NOUN,nsubj,es-b-cc
Paraguay,,265,Spanish,,,,,,Formal,Culture_Arts,Cultural_Event_Festival,32,,,,False,lexical,False,0,26.0,audiovisual,ADJ,amod,es-i-cc
Paraguay,,265,Guarani,,,,,,Formal,Culture_Arts,Cultural_Event_Festival,32,,,,False,lexical,False,1,27.0,ñanemoguahêva,VERB,acl,gn
Paraguay,,265,Guarani,,,,,,Formal,Culture_Arts,Cultural_Event_Festival,32,,,,False,lexical,False,0,28.0,tñava,NOUN,obj,gn
Paraguay,,265,Guarani,,,,,,Formal,Culture_Arts,Cultural_Event_Festival,32,,,,False,lexical,False,0,29.0,okaháre,NOUN,nmod,gn
Paraguay,,265,Guarani,,,,,,Formal,Culture_Arts,Cultural_Event_Festival,32,,,,False,lexical,False,0,30.0,purory,NOUN,obj,gn
Paraguay,,265,Guarani,,,,,,Formal,Culture_Arts,Cultural_Event_Festival,32,,,,True,functional,False,0,31.0,rupive,ADP,obl,gn
Paraguay,194.0,266,Guarani,5.0,ha,CCONJ,cc,gn,Informal,Personal,Personal_Emotional,28,0.0,21.0,5.0,True,functional,True,1,,,,,
Paraguay,194.0,266,Spanish,15.0,con,ADP,case,es-b-cc,Informal,Personal,Personal_Emotional,28,0.0,21.0,5.0,True,functional,False,1,,,,,
Paraguay,,266,Spanish,,,,,,Informal,Personal,Personal_Emotional,28,,,,False,other,False,0,1.0,Me,PRON,iobj,es-b-cc
Paraguay,,266,Spanish,,,,,,Informal,Personal,Personal_Emotional,28,,,,False,lexical,False,0,2.0,quedo,VERB,root,es-i-cc
Paraguay,,266,Spanish,,,,,,Informal,Personal,Personal_Emotional,28,,,,False,other,False,0,3.0,igual,ADV,advmod,es-i-cc
Paraguay,,266,Spanish,,,,,,Informal,Personal,Personal_Emotional,28,,,,True,functional,False,0,4.0,con,ADP,case,es-i-cc
Paraguay,,266,Spanish,,,,,,Informal,Personal,Personal_Emotional,28,,,,True,functional,False,0,5.0,la,DET,det,es-i-cc
Paraguay,,266,Spanish,,,,,,Informal,Personal,Personal_Emotional,28,,,,False,lexical,False,0,6.0,chipa,NOUN,obl,es-i-cc
Paraguay,,266,Guarani,,,,,,Informal,Personal,Personal_Emotional,28,,,,True,functional,True,1,7.0,ha,CCONJ,cc,gn
Paraguay,,266,Guarani,,,,,,Informal,Personal,Personal_Emotional,28,,,,False,lexical,False,0,8.0,guaraníme,NOUN,obl,gn
Paraguay,,266,Guarani,,,,,,Informal,Personal,Personal_Emotional,28,,,,False,other,False,0,9.0,katu,ADV,advmod,gn
Paraguay,,266,Guarani,,,,,,Informal,Personal,Personal_Emotional,28,,,,False,lexical,False,0,10.0,ha’éta,VERB,conj,gn
Paraguay,,266,Guarani,,,,,,Informal,Personal,Personal_Emotional,28,,,,False,lexical,False,0,11.0,chipa,NOUN,obj,gn
Paraguay,,266,Spanish,,,,,,Informal,Personal,Personal_Emotional,28,,,,True,functional,False,1,13.0,con,ADP,case,es-b-cc
Paraguay,,266,Spanish,,,,,,Informal,Personal,Personal_Emotional,28,,,,False,lexical,False,0,14.0,acento,NOUN,nmod,es-i-cc
Paraguay,,266,Spanish,,,,,,Informal,Personal,Personal_Emotional,28,,,,True,functional,False,0,15.0,en,ADP,case,es-i-cc
Paraguay,,266,Spanish,,,,,,Informal,Personal,Personal_Emotional,28,,,,True,functional,False,0,16.0,la,DET,det,es-i-cc
Paraguay,,266,Spanish,,,,,,Informal,Personal,Personal_Emotional,28,,,,False,lexical,False,0,17.0,última,ADJ,amod,es-i-cc
Paraguay,,266,Spanish,,,,,,Informal,Personal,Personal_Emotional,28,,,,False,lexical,False,0,18.0,sí­laba,NOUN,nmod,es-i-cc
Paraguay,,266,Spanish,,,,,,Informal,Personal,Personal_Emotional,28,,,,True,functional,True,0,19.0,pero,CCONJ,cc,es-i-cc
Paraguay,,266,Spanish,,,,,,Informal,Personal,Personal_Emotional,28,,,,True,functional,False,0,20.0,sin,ADP,case,es-i-cc
Paraguay,,266,Spanish,,,,,,Informal,Personal,Personal_Emotional,28,,,,False,lexical,False,0,21.0,tilde,NOUN,conj,es-i-cc
Paraguay,,266,Spanish,,,,,,Informal,Personal,Personal_Emotional,28,,,,True,functional,False,0,22.0,por,ADP,case,es-i-cc
Paraguay,,266,Spanish,,,,,,Informal,Personal,Personal_Emotional,28,,,,True,functional,False,0,23.0,una,DET,det,es-i-cc
Paraguay,,266,Spanish,,,,,,Informal,Personal,Personal_Emotional,28,,,,False,lexical,False,0,24.0,cuestión,NOUN,nmod,es-i-cc
Paraguay,,266,Spanish,,,,,,Informal,Personal,Personal_Emotional,28,,,,True,functional,False,0,25.0,de,ADP,case,es-i-cc
