corpus,source_row,sentence_id,language,span_len,switch_form,switch_upos,switch_deprel,switch_lang_tag,register,secondary_register,topic,sentence_len,speaker,age,gender,is_functional,upos_class,high_scope_deprel,switch_start,token_id,form,upos,deprel,raw_lang_tag,has_emoji,total_spa,total_gua
Miami,,9642.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,9.0,LUI,,,True,functional,True,0,1.0,no,PART,discourse,spa,,,
Miami,,9642.0,English,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,9.0,LUI,,,False,other,False,1,2.0,this,PRON,nsubj,eng,,,
Miami,,9642.0,English,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,9.0,LUI,,,True,functional,True,0,3.0,is,AUX,cop,eng,,,
Miami,,9642.0,English,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,9.0,LUI,,,False,other,False,0,4.0,how,ADV,advmod,eng,,,
Miami,,9642.0,English,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,9.0,LUI,,,True,functional,True,0,5.0,to,PART,mark,eng,,,
Miami,,9642.0,English,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,9.0,LUI,,,False,lexical,False,0,6.0,rule,VERB,root,eng,,,
Miami,,9642.0,English,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,9.0,LUI,,,False,other,False,0,7.0,her,PRON,det,eng,,,
Miami,,9642.0,English,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,9.0,LUI,,,False,lexical,False,0,8.0,man,NOUN,obj,eng,,,
Miami,528.0,9653.0,English,1.0,dry_cleaner,NOUN,obl,eng,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,8.0,AVA,78.0,woman,False,lexical,False,1,,,,,,,,
Miami,,9653.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,8.0,AVA,,,True,functional,False,0,1.0,toda,DET,det,spa,,,
Miami,,9653.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,8.0,AVA,,,True,functional,False,0,2.0,la,DET,det,spa,,,
Miami,,9653.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,8.0,AVA,,,False,lexical,False,0,3.0,ropa,NOUN,obj,spa,,,
Miami,,9653.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,8.0,AVA,,,False,other,False,0,4.0,lo,PRON,obj,spa,,,
Miami,,9653.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,8.0,AVA,,,False,lexical,False,0,5.0,mandaba,VERB,root,spa,,,
Miami,,9653.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,8.0,AVA,,,True,functional,False,0,6.0,al,ADP,case,spa,,,
Miami,,9653.0,English,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,8.0,AVA,,,False,lexical,False,1,7.0,dry_cleaner,NOUN,obl,eng,,,
Miami,529.0,9676.0,English,2.0,pancreatic,ADJ,amod,eng,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Narratives_Quotations,6.0,LUI,55.0,man,False,lexical,False,1,,,,,,,,
Miami,,9676.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Narratives_Quotations,6.0,LUI,,,False,lexical,False,0,1.0,dicen,VERB,root,spa,,,
Miami,,9676.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Narratives_Quotations,6.0,LUI,,,True,functional,True,0,2.0,que,SCONJ,mark,spa,,,
Miami,,9676.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Narratives_Quotations,6.0,LUI,,,False,lexical,False,0,3.0,tiene,VERB,ccomp,spa,,,
Miami,,9676.0,English,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Narratives_Quotations,6.0,LUI,,,False,lexical,False,1,4.0,pancreatic,ADJ,amod,eng,,,
Miami,,9676.0,English,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Narratives_Quotations,6.0,LUI,,,False,lexical,False,0,5.0,cancer,NOUN,obj,eng&spa,,,
Miami,530.0,9694.0,Spanish,6.0,bad,ADJ,xcomp,spa,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Affect_Identity,10.0,LUI,55.0,man,False,lexical,False,1,,,,,,,,
Miami,,9694.0,English,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Affect_Identity,10.0,LUI,,,False,other,False,0,1.0,that,PRON,nsubj,eng,,,
Miami,,9694.0,English,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Affect_Identity,10.0,LUI,,,True,functional,True,0,2.0,s,AUX,aux,eng,,,
Miami,,9694.0,English,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Affect_Identity,10.0,LUI,,,False,other,False,0,3.0,too,ADV,advmod,eng,,,
Miami,,9694.0,English,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Affect_Identity,10.0,LUI,,,False,lexical,False,0,3.0,is,VERB,root,eng,,,
Miami,,9694.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Affect_Identity,10.0,LUI,,,False,lexical,False,1,4.0,bad,ADJ,xcomp,spa,,,
Miami,,9694.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Affect_Identity,10.0,LUI,,,True,functional,True,0,5.0,porque,SCONJ,mark,spa,,,
Miami,,9694.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Affect_Identity,10.0,LUI,,,False,lexical,False,0,6.0,es,VERB,advcl,spa,,,
Miami,,9694.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Affect_Identity,10.0,LUI,,,False,lexical,False,0,7.0,buena,ADJ,amod,spa,,,
Miami,,9694.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Affect_Identity,10.0,LUI,,,False,lexical,False,0,8.0,gente,NOUN,attr,spa,,,
Miami,,9694.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Affect_Identity,10.0,LUI,,,True,functional,False,0,9.0,el,DET,det,spa,,,
Miami,531.0,9695.0,English,2.0,you,PRON,discourse,eng,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,14.0,LUI,55.0,man,False,other,True,1,,,,,,,,
Miami,,9695.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,14.0,LUI,,,True,functional,False,0,1.0,no,PART,advmod,spa,,,
Miami,,9695.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,14.0,LUI,,,False,lexical,False,0,2.0,es,VERB,root,spa,,,
Miami,,9695.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,14.0,LUI,,,False,other,False,0,3.0,uno,PRON,attr,spa,,,
Miami,,9695.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,14.0,LUI,,,True,functional,False,0,4.0,de,ADP,case,spa,,,
Miami,,9695.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,14.0,LUI,,,True,functional,False,0,5.0,esos,DET,nmod,spa,,,
Miami,,9695.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,14.0,LUI,,,False,other,False,0,6.0,que,PRON,acl:relcl,spa,,,
Miami,,9695.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,14.0,LUI,,,False,other,False,0,7.0,que,PRON,reparandum,spa,,,
Miami,,9695.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,14.0,LUI,,,False,lexical,False,0,8.0,forma,VERB,ccomp,spa,,,
Miami,,9695.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,14.0,LUI,,,False,lexical,False,0,9.0,problemas,NOUN,obj,spa,,,
Miami,,9695.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,14.0,LUI,,,True,functional,True,0,10.0,y,CCONJ,cc,spa,,,
Miami,,9695.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,14.0,LUI,,,False,lexical,False,0,11.0,jodiendas,NOUN,conj,spa,,,
Miami,,9695.0,English,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,14.0,LUI,,,False,other,True,1,12.0,you,PRON,discourse,eng,,,
Miami,,9695.0,English,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,14.0,LUI,,,False,lexical,False,0,13.0,know,VERB,dep,eng,,,
Miami,532.0,9703.0,English,1.0,um,INTJ,discourse,eng,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,11.0,AVA,78.0,woman,False,other,True,1,,,,,,,,
Miami,,9703.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,11.0,AVA,,,False,other,True,0,1.0,eh,INTJ,discourse,spa,,,
Miami,,9703.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,11.0,AVA,,,True,functional,False,0,2.0,el,DET,det,spa,,,
Miami,,9703.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,11.0,AVA,,,False,lexical,False,0,3.0,páncreas,NOUN,root,spa,,,
Miami,,9703.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,11.0,AVA,,,False,other,True,0,4.0,eh,INTJ,discourse,spa,,,
Miami,,9703.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,11.0,AVA,,,True,functional,True,0,5.0,como,SCONJ,mark,spa,,,
Miami,,9703.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,11.0,AVA,,,True,functional,False,0,6.0,que,SCONJ,fixed,spa,,,
Miami,,9703.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,11.0,AVA,,,False,other,False,0,7.0,lo,PRON,obj,spa,,,
Miami,,9703.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,11.0,AVA,,,False,other,False,0,8.0,que,PRON,acl:relcl,spa,,,
Miami,,9703.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,11.0,AVA,,,True,functional,False,0,9.0,los,DET,det,spa,,,
Miami,,9703.0,English,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,11.0,AVA,,,False,other,True,1,10.0,um,INTJ,discourse,eng,,,
Miami,533.0,9719.0,English,2.0,you,PRON,nsubj,eng,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,8.0,LUI,55.0,man,False,other,False,1,,,,,,,,
Miami,,9719.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,8.0,LUI,,,False,other,False,0,1.0,así,ADV,advmod,spa,,,
Miami,,9719.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,8.0,LUI,,,False,lexical,False,0,2.0,dicen,VERB,root,spa,,,
Miami,,9719.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,8.0,LUI,,,True,functional,False,0,3.0,los,DET,det,spa,,,
Miami,,9719.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,8.0,LUI,,,False,lexical,False,0,4.0,doctores,NOUN,nsubj,spa,,,
Miami,,9719.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,8.0,LUI,,,True,functional,True,0,5.0,pero,CCONJ,cc,spa,,,
Miami,,9719.0,English,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,8.0,LUI,,,False,other,False,1,6.0,you,PRON,nsubj,eng,,,
Miami,,9719.0,English,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,8.0,LUI,,,False,lexical,False,0,7.0,know,VERB,conj,eng,,,
Miami,534.0,9750.0,English,5.0,you,PRON,nsubj,eng,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,ProperNouns_NamedEntities,7.0,LUI,55.0,man,False,other,False,1,,,,,,,,
Miami,,9750.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,ProperNouns_NamedEntities,7.0,LUI,,,True,functional,True,0,1.0,o,CCONJ,cc,spa,,,
Miami,,9750.0,English,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,ProperNouns_NamedEntities,7.0,LUI,,,False,other,False,1,2.0,you,PRON,nsubj,eng,,,
Miami,,9750.0,English,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,ProperNouns_NamedEntities,7.0,LUI,,,True,functional,True,0,3.0,wanna,AUX,aux,eng,,,
Miami,,9750.0,English,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,ProperNouns_NamedEntities,7.0,LUI,,,False,lexical,False,0,4.0,go,VERB,root,eng,,,
Miami,,9750.0,English,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,ProperNouns_NamedEntities,7.0,LUI,,,True,functional,False,0,5.0,to,ADP,case,eng,,,
Miami,,9750.0,English,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,ProperNouns_NamedEntities,7.0,LUI,,,False,lexical,False,0,6.0,Flagler_Street,PROPN,obl,eng&spa,,,
Miami,535.0,9756.0,English,2.0,civil,ADJ,amod,eng,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Narratives_Quotations,9.0,AVA,78.0,woman,False,lexical,False,1,,,,,,,,
Miami,,9756.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Narratives_Quotations,9.0,AVA,,,True,functional,True,0,1.0,que,SCONJ,mark,spa,,,
Miami,,9756.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Narratives_Quotations,9.0,AVA,,,False,other,False,0,2.0,yo,PRON,nsubj,spa,,,
Miami,,9756.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Narratives_Quotations,9.0,AVA,,,True,functional,True,0,3.0,tenía,AUX,aux,spa,,,
Miami,,9756.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Narratives_Quotations,9.0,AVA,,,True,functional,True,0,4.0,que,SCONJ,mark,spa,,,
Miami,,9756.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Narratives_Quotations,9.0,AVA,,,False,lexical,False,0,5.0,ir,VERB,root,spa,,,
Miami,,9756.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Narratives_Quotations,9.0,AVA,,,True,functional,False,0,6.0,al,ADP,case,spa,,,
Miami,,9756.0,English,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Narratives_Quotations,9.0,AVA,,,False,lexical,False,1,7.0,civil,ADJ,amod,eng,,,
Miami,,9756.0,English,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Narratives_Quotations,9.0,AVA,,,False,lexical,False,0,8.0,court,NOUN,obl,eng,,,
Miami,536.0,9758.0,English,2.0,civil,ADJ,amod,eng,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,ProperNouns_NamedEntities,10.0,AVA,78.0,woman,False,lexical,False,1,,,,,,,,
Miami,,9758.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,ProperNouns_NamedEntities,10.0,AVA,,,True,functional,True,0,1.0,pero,CCONJ,cc,spa,,,
Miami,,9758.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,ProperNouns_NamedEntities,10.0,AVA,,,False,other,False,0,2.0,yo,PRON,nsubj,spa,,,
Miami,,9758.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,ProperNouns_NamedEntities,10.0,AVA,,,True,functional,False,0,3.0,no,PART,advmod,spa,,,
Miami,,9758.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,ProperNouns_NamedEntities,10.0,AVA,,,False,lexical,False,0,4.0,sé,VERB,root,spa,,,
Miami,,9758.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,ProperNouns_NamedEntities,10.0,AVA,,,False,other,False,0,5.0,dónde,ADV,advmod,spa,,,
Miami,,9758.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,ProperNouns_NamedEntities,10.0,AVA,,,False,lexical,False,0,6.0,está,VERB,ccomp,spa,,,
Miami,,9758.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,ProperNouns_NamedEntities,10.0,AVA,,,True,functional,False,0,7.0,el,DET,det,spa,,,
Miami,,9758.0,English,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,ProperNouns_NamedEntities,10.0,AVA,,,False,lexical,False,1,8.0,civil,ADJ,amod,eng,,,
Miami,,9758.0,English,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,ProperNouns_NamedEntities,10.0,AVA,,,False,lexical,False,0,9.0,court,NOUN,nsubj,eng,,,
Miami,537.0,9799.0,English,7.0,so,SCONJ,mark,eng,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,10.0,LUI,55.0,man,True,functional,True,1,,,,,,,,
Miami,,9799.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,10.0,LUI,,,False,lexical,False,0,1.0,párate,VERB,root,spa,,,
Miami,,9799.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,10.0,LUI,,,False,other,False,0,2.0,ahí,ADV,advmod,spa,,,
Miami,,9799.0,English,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,10.0,LUI,,,True,functional,True,1,3.0,so,SCONJ,mark,eng,,,
Miami,,9799.0,English,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,10.0,LUI,,,False,other,False,0,4.0,I,PRON,nsubj,eng,,,
Miami,,9799.0,English,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,10.0,LUI,,,False,lexical,False,0,5.0,watch,VERB,advcl,eng,,,
Miami,,9799.0,English,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,10.0,LUI,,,False,other,False,0,6.0,you,PRON,obj,eng,,,
Miami,,9799.0,English,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,10.0,LUI,,,True,functional,False,0,7.0,from,ADP,case,eng,,,
Miami,,9799.0,English,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,10.0,LUI,,,True,functional,False,0,8.0,the,DET,det,eng,,,
Miami,,9799.0,English,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,10.0,LUI,,,False,lexical,False,0,9.0,window,NOUN,obl,eng,,,
Miami,538.0,9840.0,English,1.0,Mace,PROPN,obj,eng,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Narratives_Quotations,11.0,AVA,78.0,woman,False,lexical,False,1,,,,,,,,
Miami,538.0,9840.0,Spanish,3.0,en,ADP,case,spa,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Narratives_Quotations,11.0,AVA,78.0,woman,True,functional,False,1,,,,,,,,
Miami,,9840.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Narratives_Quotations,11.0,AVA,,,True,functional,False,0,1.0,no,PART,advmod,spa,,,
Miami,,9840.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Narratives_Quotations,11.0,AVA,,,True,functional,False,0,2.0,una,DET,det,spa,,,
Miami,,9840.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Narratives_Quotations,11.0,AVA,,,False,lexical,False,0,3.0,vez,NOUN,obl,spa,,,
Miami,,9840.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Narratives_Quotations,11.0,AVA,,,False,other,False,0,4.0,yo,PRON,nsubj,spa,,,
Miami,,9840.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Narratives_Quotations,11.0,AVA,,,False,lexical,False,0,5.0,llevaba,VERB,root,spa,,,
Miami,,9840.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Narratives_Quotations,11.0,AVA,,,True,functional,False,0,6.0,un,DET,det,spa,,,
Miami,,9840.0,English,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Narratives_Quotations,11.0,AVA,,,False,lexical,False,1,7.0,Mace,PROPN,obj,eng,,,
Miami,,9840.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Narratives_Quotations,11.0,AVA,,,True,functional,False,1,8.0,en,ADP,case,spa,,,
Miami,,9840.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Narratives_Quotations,11.0,AVA,,,True,functional,False,0,9.0,la,DET,det,spa,,,
Miami,,9840.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Narratives_Quotations,11.0,AVA,,,False,lexical,False,0,10.0,cartera,NOUN,obl,spa,,,
Miami,539.0,9847.0,English,1.0,Mace,PROPN,obj,eng,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,5.0,AVA,78.0,woman,False,lexical,False,1,,,,,,,,
Miami,,9847.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,5.0,AVA,,,False,other,False,0,1.0,yo,PRON,nsubj,spa,,,
Miami,,9847.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,5.0,AVA,,,False,lexical,False,0,2.0,sacaba,VERB,root,spa,,,
Miami,,9847.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,5.0,AVA,,,True,functional,False,0,3.0,mi,DET,det,spa,,,
Miami,,9847.0,English,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Casual_EverydayTalk,5.0,AVA,,,False,lexical,False,1,4.0,Mace,PROPN,obj,eng,,,
Miami,540.0,9859.0,English,1.0,holy,PROPN,obl,eng,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Narratives_Quotations,24.0,AVA,78.0,woman,False,lexical,False,1,,,,,,,,
Miami,540.0,9859.0,Spanish,1.0,a,ADP,case,spa,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Narratives_Quotations,24.0,AVA,78.0,woman,True,functional,False,1,,,,,,,,
Miami,540.0,9859.0,English,2.0,holy,PROPN,flat,eng,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Narratives_Quotations,24.0,AVA,78.0,woman,False,lexical,False,1,,,,,,,,
Miami,540.0,9859.0,Spanish,5.0,a,ADP,case,spa,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Narratives_Quotations,24.0,AVA,78.0,woman,True,functional,False,1,,,,,,,,
Miami,,9859.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Narratives_Quotations,24.0,AVA,,,False,lexical,False,0,1.0,mira,VERB,root,spa,,,
Miami,,9859.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Narratives_Quotations,24.0,AVA,,,False,lexical,True,0,2.0,hace,VERB,parataxis,spa,,,
Miami,,9859.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Narratives_Quotations,24.0,AVA,,,False,other,False,0,3.0,como,ADV,advmod,spa,,,
Miami,,9859.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Narratives_Quotations,24.0,AVA,,,False,other,False,0,4.0,dos,NUM,nummod,spa,,,
Miami,,9859.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Narratives_Quotations,24.0,AVA,,,False,lexical,False,0,5.0,años,NOUN,obj,spa,,,
Miami,,9859.0,Spanish,,,,,,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Luis's place of work,Narratives_Quotations,24.0,AVA,,,True,functional,False,0,6.0,una,DET,det,spa,,,
