corpus,sentence_id,n_switches,mean_span_len,median_span_len,sentence_len,register,topic
Miami,8634.0,2,1.0,1.0,4.0,Informal conversation between two classmates at Florida International University,Casual_EverydayTalk
Miami,8647.0,2,3.0,3.0,6.0,Informal conversation between two classmates at Florida International University,Casual_EverydayTalk
Miami,8649.0,4,10.0,10.0,32.0,Informal conversation between two classmates at Florida International University,Narratives_Quotations
Miami,8697.0,4,1.5,1.5,11.0,Informal conversation between two classmates at Florida International University,Narratives_Quotations
Miami,8713.0,4,6.0,6.0,23.0,Informal conversation between two classmates at Florida International University,Narratives_Quotations
Miami,8740.0,8,4.0,3.0,18.0,Informal conversation between two classmates at Florida International University,Casual_EverydayTalk
Miami,8803.0,4,1.5,1.5,18.0,Informal conversation between two classmates at Florida International University,Casual_EverydayTalk
Miami,8833.0,4,2.5,2.5,7.0,Informal conversation between two classmates at Florida International University,Casual_EverydayTalk
Miami,8877.0,4,2.0,2.0,7.0,Informal conversation between two classmates at Florida International University,ProperNouns_NamedEntities
Miami,8896.0,6,1.6666666666666667,2.0,10.0,Informal conversation between two classmates at Florida International University,Office_Logistics
Miami,8930.0,4,1.0,1.0,4.0,Informal conversation between two classmates at Florida International University,Casual_EverydayTalk
Miami,8956.0,4,4.5,4.5,25.0,Informal conversation between two classmates at Florida International University,Narratives_Quotations
Miami,9037.0,2,1.0,1.0,8.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Casual_EverydayTalk
Miami,9038.0,2,1.0,1.0,7.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Casual_EverydayTalk
Miami,9074.0,2,2.0,2.0,21.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Narratives_Quotations
Miami,9080.0,2,1.0,1.0,5.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Casual_EverydayTalk
Miami,9081.0,4,3.0,3.0,10.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Office_Logistics
Miami,9104.0,2,2.0,2.0,8.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Casual_EverydayTalk
Miami,9161.0,4,1.0,1.0,5.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Casual_EverydayTalk
Miami,9162.0,4,1.5,1.5,11.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",ProperNouns_NamedEntities
Miami,9166.0,2,1.0,1.0,19.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Narratives_Quotations
Miami,9167.0,2,1.0,1.0,7.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Casual_EverydayTalk
Miami,9168.0,4,2.0,2.0,10.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Casual_EverydayTalk
Miami,9173.0,4,5.5,5.5,17.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Narratives_Quotations
Miami,9174.0,2,2.0,2.0,4.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Casual_EverydayTalk
Miami,9195.0,2,7.0,7.0,16.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Casual_EverydayTalk
Miami,9205.0,2,1.0,1.0,8.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Casual_EverydayTalk
Miami,9211.0,2,1.0,1.0,3.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Casual_EverydayTalk
Miami,9224.0,4,4.0,4.0,11.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Casual_EverydayTalk
Miami,9232.0,4,1.5,1.5,5.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Casual_EverydayTalk
Miami,9236.0,2,1.0,1.0,7.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Casual_EverydayTalk
Miami,9254.0,2,1.0,1.0,3.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Casual_EverydayTalk
Miami,9263.0,4,2.5,2.5,15.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Casual_EverydayTalk
Miami,9276.0,6,1.0,1.0,12.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Casual_EverydayTalk
Miami,9286.0,2,3.0,3.0,10.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Casual_EverydayTalk
Miami,9309.0,2,1.0,1.0,10.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Affect_Identity
Miami,9313.0,4,8.5,8.5,22.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Narratives_Quotations
Miami,9314.0,8,3.5,2.0,18.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Narratives_Quotations
Miami,9329.0,2,1.0,1.0,5.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Casual_EverydayTalk
Miami,9397.0,2,2.0,2.0,7.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Affect_Identity
Miami,9450.0,2,4.0,4.0,7.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Casual_EverydayTalk
Miami,9462.0,2,7.0,7.0,12.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Narratives_Quotations
Miami,9469.0,2,9.0,9.0,18.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Narratives_Quotations
Miami,9473.0,4,5.5,5.5,14.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Narratives_Quotations
Miami,9532.0,4,4.0,4.0,10.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Workplace_Technical
Miami,9540.0,2,1.0,1.0,17.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Casual_EverydayTalk
Miami,9542.0,4,1.0,1.0,7.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Casual_EverydayTalk
Miami,9543.0,2,1.0,1.0,10.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Casual_EverydayTalk
Miami,9546.0,4,1.5,1.5,15.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Casual_EverydayTalk
Miami,9553.0,2,8.0,8.0,10.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Casual_EverydayTalk
Miami,9558.0,4,1.0,1.0,7.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Casual_EverydayTalk
Miami,9563.0,4,1.5,1.5,12.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Narratives_Quotations
Miami,9591.0,2,1.0,1.0,16.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Narratives_Quotations
Miami,9610.0,2,2.0,2.0,6.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Casual_EverydayTalk
Miami,9628.0,2,3.0,3.0,11.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Casual_EverydayTalk
Miami,9642.0,2,7.0,7.0,9.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Casual_EverydayTalk
Miami,9653.0,2,1.0,1.0,8.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Casual_EverydayTalk
Miami,9676.0,2,2.0,2.0,6.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Narratives_Quotations
Miami,9694.0,2,6.0,6.0,10.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Affect_Identity
Miami,9695.0,2,2.0,2.0,14.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Casual_EverydayTalk
Miami,9703.0,2,1.0,1.0,11.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Casual_EverydayTalk
Miami,9719.0,2,2.0,2.0,8.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Casual_EverydayTalk
Miami,9750.0,2,5.0,5.0,7.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",ProperNouns_NamedEntities
Miami,9756.0,2,2.0,2.0,9.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Narratives_Quotations
Miami,9758.0,2,2.0,2.0,10.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",ProperNouns_NamedEntities
Miami,9799.0,2,7.0,7.0,10.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Casual_EverydayTalk
Miami,9840.0,4,2.0,2.0,11.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Narratives_Quotations
Miami,9847.0,2,1.0,1.0,5.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Casual_EverydayTalk
Miami,9859.0,8,2.25,1.5,24.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Narratives_Quotations
Miami,9880.0,2,1.0,1.0,4.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",ProperNouns_NamedEntities
Miami,9881.0,2,1.0,1.0,4.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",ProperNouns_NamedEntities
Miami,9883.0,2,1.0,1.0,4.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Casual_EverydayTalk
Miami,9892.0,2,3.0,3.0,7.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Narratives_Quotations
Miami,9909.0,2,6.0,6.0,11.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Narratives_Quotations
Miami,9920.0,2,6.0,6.0,10.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Narratives_Quotations
Miami,9934.0,2,2.0,2.0,9.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Casual_EverydayTalk
Miami,9950.0,2,9.0,9.0,11.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Casual_EverydayTalk
Miami,9977.0,4,7.5,7.5,27.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Narratives_Quotations
Miami,10002.0,2,9.0,9.0,14.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Casual_EverydayTalk
Miami,10039.0,2,1.0,1.0,17.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Narratives_Quotations
Miami,10046.0,2,12.0,12.0,14.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Narratives_Quotations
Miami,10058.0,4,3.0,3.0,9.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Casual_EverydayTalk
Miami,10076.0,2,1.0,1.0,8.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Workplace_Technical
Miami,10077.0,4,2.5,2.5,11.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Casual_EverydayTalk
Miami,10083.0,4,2.5,2.5,18.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Casual_EverydayTalk
Miami,10089.0,3,3.0,3.0,13.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Affect_Identity
Miami,10129.0,2,1.0,1.0,22.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Casual_EverydayTalk
Miami,10131.0,8,2.5,1.5,16.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Casual_EverydayTalk
Miami,10134.0,4,1.0,1.0,5.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Workplace_Technical
Miami,10150.0,2,6.0,6.0,8.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Narratives_Quotations
Miami,10173.0,6,3.0,2.0,11.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Workplace_Technical
Miami,10184.0,2,1.0,1.0,3.0,"Informal conversation between Luis and his mother Ava, at Luis's place of work",Affect_Identity
Miami,10254.0,2,6.0,6.0,9.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,10260.0,2,7.0,7.0,10.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,10261.0,2,2.0,2.0,7.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,10263.0,2,3.0,3.0,5.0,Informal conversation between two friends at Florida International University,Narratives_Quotations
Miami,10264.0,2,2.0,2.0,6.0,Informal conversation between two friends at Florida International University,Office_Logistics
Miami,10267.0,2,2.0,2.0,10.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,10289.0,8,1.5,1.5,9.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,10307.0,4,1.5,1.5,12.0,Informal conversation between two friends at Florida International University,Narratives_Quotations
Miami,10311.0,4,3.0,3.0,8.0,Informal conversation between two friends at Florida International University,ProperNouns_NamedEntities
Miami,10313.0,2,2.0,2.0,9.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,10315.0,2,2.0,2.0,14.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,10316.0,2,5.0,5.0,11.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,10320.0,2,16.0,16.0,19.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,10325.0,2,4.0,4.0,14.0,Informal conversation between two friends at Florida International University,Education_YouthOrganizations
Miami,10331.0,2,1.0,1.0,7.0,Informal conversation between two friends at Florida International University,Education_YouthOrganizations
Miami,10332.0,4,1.5,1.5,6.0,Informal conversation between two friends at Florida International University,Education_YouthOrganizations
Miami,10336.0,4,5.0,5.0,14.0,Informal conversation between two friends at Florida International University,ProperNouns_NamedEntities
Miami,10338.0,6,1.3333333333333333,1.0,11.0,Informal conversation between two friends at Florida International University,Education_YouthOrganizations
Miami,10341.0,2,7.0,7.0,9.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,10344.0,2,3.0,3.0,11.0,Informal conversation between two friends at Florida International University,Education_YouthOrganizations
Miami,10351.0,2,4.0,4.0,8.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,10357.0,2,4.0,4.0,16.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,10373.0,4,2.0,2.0,9.0,Informal conversation between two friends at Florida International University,Narratives_Quotations
Miami,10403.0,6,3.0,3.0,11.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,10405.0,2,1.0,1.0,4.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,10420.0,12,3.6666666666666665,4.0,24.0,Informal conversation between two friends at Florida International University,Narratives_Quotations
Miami,10426.0,4,2.5,2.5,17.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,10427.0,3,4.0,4.0,6.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,10428.0,2,4.0,4.0,6.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,10429.0,2,6.0,6.0,8.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,10431.0,2,7.0,7.0,8.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,10433.0,2,15.0,15.0,17.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,10437.0,2,9.0,9.0,13.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,10444.0,2,8.0,8.0,13.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,10491.0,3,3.0,3.0,4.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,10492.0,2,4.0,4.0,6.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,10504.0,4,4.0,4.0,13.0,Informal conversation between two friends at Florida International University,Education_YouthOrganizations
Miami,10533.0,2,9.0,9.0,11.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,10567.0,4,5.0,5.0,17.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,10591.0,2,3.0,3.0,12.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,10594.0,2,7.0,7.0,13.0,Informal conversation between two friends at Florida International University,Narratives_Quotations
Miami,10595.0,2,3.0,3.0,8.0,Informal conversation between two friends at Florida International University,Narratives_Quotations
Miami,10614.0,2,2.0,2.0,9.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,10625.0,2,1.0,1.0,6.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,10657.0,2,1.0,1.0,4.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,10665.0,2,1.0,1.0,13.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,10670.0,16,1.875,1.5,20.0,Informal conversation between two friends at Florida International University,Education_YouthOrganizations
Miami,10672.0,6,3.6666666666666665,2.0,15.0,Informal conversation between two friends at Florida International University,Education_YouthOrganizations
Miami,10673.0,2,9.0,9.0,12.0,Informal conversation between two friends at Florida International University,Education_YouthOrganizations
Miami,10676.0,2,5.0,5.0,7.0,Informal conversation between two friends at Florida International University,Education_YouthOrganizations
Miami,10680.0,10,1.8,2.0,11.0,Informal conversation between two friends at Florida International University,Education_YouthOrganizations
Miami,10682.0,2,1.0,1.0,3.0,Informal conversation between two friends at Florida International University,Affect_Identity
Miami,10684.0,3,6.0,6.0,7.0,Informal conversation between two friends at Florida International University,Education_YouthOrganizations
Miami,10691.0,2,5.0,5.0,9.0,Informal conversation between two friends at Florida International University,Narratives_Quotations
Miami,10698.0,5,2.5,2.5,8.0,Informal conversation between two friends at Florida International University,Education_YouthOrganizations
Miami,10699.0,2,5.0,5.0,7.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,10714.0,2,2.0,2.0,12.0,Informal conversation between two friends at Florida International University,Education_YouthOrganizations
Miami,10716.0,2,2.0,2.0,5.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,10721.0,2,11.0,11.0,13.0,Informal conversation between two friends at Florida International University,Narratives_Quotations
Miami,10725.0,2,3.0,3.0,5.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,10728.0,2,1.0,1.0,5.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,10745.0,6,1.3333333333333333,1.0,9.0,Informal conversation between two friends at Florida International University,ProperNouns_NamedEntities
Miami,10748.0,4,2.5,2.5,21.0,Informal conversation between two friends at Florida International University,Narratives_Quotations
Miami,10753.0,2,4.0,4.0,17.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,10757.0,2,4.0,4.0,9.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,10807.0,2,2.0,2.0,7.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,10808.0,2,3.0,3.0,15.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,10813.0,2,1.0,1.0,5.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,10841.0,2,2.0,2.0,11.0,Informal conversation between two friends at Florida International University,ProperNouns_NamedEntities
Miami,10845.0,6,1.0,1.0,8.0,Informal conversation between two friends at Florida International University,ProperNouns_NamedEntities
Miami,10852.0,4,2.5,2.5,16.0,Informal conversation between two friends at Florida International University,Narratives_Quotations
Miami,10859.0,4,3.0,3.0,9.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,10868.0,2,2.0,2.0,7.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,10873.0,2,1.0,1.0,4.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,10905.0,2,1.0,1.0,16.0,Informal conversation between two friends at Florida International University,Narratives_Quotations
Miami,10927.0,2,2.0,2.0,7.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,10928.0,2,8.0,8.0,11.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,10935.0,2,3.0,3.0,7.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,10937.0,4,5.5,5.5,13.0,Informal conversation between two friends at Florida International University,Education_YouthOrganizations
Miami,10961.0,2,5.0,5.0,12.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,10962.0,2,2.0,2.0,6.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,10977.0,2,1.0,1.0,8.0,Informal conversation between two friends at Florida International University,Education_YouthOrganizations
Miami,10980.0,4,9.0,9.0,21.0,Informal conversation between two friends at Florida International University,Education_YouthOrganizations
Miami,10985.0,2,1.0,1.0,10.0,Informal conversation between two friends at Florida International University,Education_YouthOrganizations
Miami,10989.0,2,3.0,3.0,9.0,Informal conversation between two friends at Florida International University,Education_YouthOrganizations
Miami,10992.0,4,1.5,1.5,5.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,10996.0,12,3.3333333333333335,1.5,22.0,Informal conversation between two friends at Florida International University,ProperNouns_NamedEntities
Miami,10997.0,4,2.5,2.5,13.0,Informal conversation between two friends at Florida International University,Narratives_Quotations
Miami,11006.0,2,2.0,2.0,4.0,Informal conversation between two friends at Florida International University,Architecture_Design
Miami,11008.0,2,1.0,1.0,3.0,Informal conversation between two friends at Florida International University,Affect_Identity
Miami,11010.0,4,2.0,2.0,7.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,11011.0,4,1.5,1.5,10.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,11013.0,4,2.0,2.0,8.0,Informal conversation between two friends at Florida International University,Education_YouthOrganizations
Miami,11016.0,6,2.0,1.0,13.0,Informal conversation between two friends at Florida International University,ProperNouns_NamedEntities
Miami,11018.0,2,2.0,2.0,15.0,Informal conversation between two friends at Florida International University,Education_YouthOrganizations
Miami,11020.0,4,4.0,4.0,13.0,Informal conversation between two friends at Florida International University,Narratives_Quotations
Miami,11024.0,4,1.0,1.0,7.0,Informal conversation between two friends at Florida International University,Narratives_Quotations
Miami,11026.0,2,2.0,2.0,5.0,Informal conversation between two friends at Florida International University,Education_YouthOrganizations
Miami,11030.0,2,1.0,1.0,10.0,Informal conversation between two friends at Florida International University,Education_YouthOrganizations
Miami,11032.0,8,1.75,1.5,13.0,Informal conversation between two friends at Florida International University,Education_YouthOrganizations
Miami,11037.0,2,6.0,6.0,12.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,11062.0,2,1.0,1.0,5.0,Informal conversation between two friends at Florida International University,Education_YouthOrganizations
Miami,11065.0,4,4.0,4.0,18.0,Informal conversation between two friends at Florida International University,Education_YouthOrganizations
Miami,11067.0,2,14.0,14.0,16.0,Informal conversation between two friends at Florida International University,Education_YouthOrganizations
Miami,11069.0,6,3.0,1.0,12.0,Informal conversation between two friends at Florida International University,Education_YouthOrganizations
Miami,11081.0,2,2.0,2.0,9.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,11086.0,2,4.0,4.0,6.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,11098.0,3,8.0,8.0,9.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,11117.0,2,2.0,2.0,4.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,11138.0,2,24.0,24.0,26.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,11143.0,6,3.0,3.0,11.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,11175.0,4,8.0,8.0,20.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,11177.0,2,4.0,4.0,5.0,Informal conversation between two friends at Florida International University,Narratives_Quotations
Miami,11189.0,4,5.5,5.5,18.0,Informal conversation between two friends at Florida International University,Narratives_Quotations
Miami,11193.0,2,7.0,7.0,11.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,11194.0,4,2.0,2.0,12.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,11205.0,4,2.5,2.5,19.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,11248.0,4,1.0,1.0,6.0,Informal conversation between two friends at Florida International University,Affect_Identity
Miami,11292.0,2,5.0,5.0,7.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,11313.0,2,4.0,4.0,11.0,Informal conversation between two friends at Florida International University,Narratives_Quotations
Miami,11322.0,2,3.0,3.0,8.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,11328.0,2,5.0,5.0,14.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,11329.0,2,6.0,6.0,8.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,11335.0,4,2.5,2.5,9.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,11365.0,2,1.0,1.0,10.0,Informal conversation between two friends at Florida International University,Affect_Identity
Miami,11375.0,4,3.0,3.0,10.0,Informal conversation between two friends at Florida International University,Casual_EverydayTalk
Miami,11387.0,2,1.0,1.0,12.0,Informal conversation in the communal lounge area of an apartment,Narratives_Quotations
Miami,11402.0,4,2.0,2.0,24.0,Informal conversation in the communal lounge area of an apartment,Office_Logistics
Miami,11406.0,2,2.0,2.0,11.0,Informal conversation in the communal lounge area of an apartment,Casual_EverydayTalk
Miami,11421.0,2,3.0,3.0,9.0,Informal conversation in the communal lounge area of an apartment,Narratives_Quotations
Miami,11431.0,2,1.0,1.0,3.0,Informal conversation in the communal lounge area of an apartment,Architecture_Design
Miami,11439.0,2,12.0,12.0,17.0,Informal conversation in the communal lounge area of an apartment,Narratives_Quotations
Miami,11441.0,4,2.0,2.0,6.0,Informal conversation in the communal lounge area of an apartment,Casual_EverydayTalk
Miami,11460.0,2,8.0,8.0,11.0,Informal conversation in the communal lounge area of an apartment,Casual_EverydayTalk
Miami,11481.0,2,11.0,11.0,13.0,Informal conversation in the communal lounge area of an apartment,Office_Logistics
Miami,11499.0,4,2.0,2.0,7.0,Informal conversation in the communal lounge area of an apartment,Casual_EverydayTalk
Miami,11501.0,2,1.0,1.0,5.0,Informal conversation in the communal lounge area of an apartment,Casual_EverydayTalk
Miami,11502.0,2,1.0,1.0,3.0,Informal conversation in the communal lounge area of an apartment,Casual_EverydayTalk
Miami,11506.0,2,2.0,2.0,4.0,Informal conversation in the communal lounge area of an apartment,Casual_EverydayTalk
Miami,11508.0,2,2.0,2.0,6.0,Informal conversation in the communal lounge area of an apartment,Workplace_Technical
Miami,11509.0,2,3.0,3.0,15.0,Informal conversation in the communal lounge area of an apartment,Office_Logistics
Miami,11567.0,2,1.0,1.0,4.0,Informal conversation in the communal lounge area of an apartment,Casual_EverydayTalk
Miami,11574.0,4,4.0,4.0,10.0,Informal conversation in the communal lounge area of an apartment,Casual_EverydayTalk
Miami,11602.0,2,1.0,1.0,4.0,Informal conversation in the communal lounge area of an apartment,Workplace_Technical
Miami,11609.0,6,5.666666666666667,2.0,21.0,Informal conversation in the communal lounge area of an apartment,Narratives_Quotations
Miami,11656.0,2,2.0,2.0,4.0,Informal conversation in the communal lounge area of an apartment,Casual_EverydayTalk
Miami,11669.0,2,4.0,4.0,7.0,Informal conversation in the communal lounge area of an apartment,Narratives_Quotations
Miami,11744.0,2,1.0,1.0,3.0,Informal conversation in the communal lounge area of an apartment,Casual_EverydayTalk
Miami,11758.0,2,1.0,1.0,8.0,Informal conversation in the communal lounge area of an apartment,Narratives_Quotations
Miami,11760.0,2,1.0,1.0,3.0,Informal conversation in the communal lounge area of an apartment,Workplace_Technical
Miami,11762.0,2,1.0,1.0,5.0,Informal conversation in the communal lounge area of an apartment,Casual_EverydayTalk
Miami,11765.0,4,4.0,4.0,14.0,Informal conversation in the communal lounge area of an apartment,Narratives_Quotations
Miami,11791.0,2,1.0,1.0,3.0,Informal conversation in the communal lounge area of an apartment,Casual_EverydayTalk
Miami,11808.0,2,4.0,4.0,6.0,Informal conversation in the communal lounge area of an apartment,Casual_EverydayTalk
Miami,11895.0,6,1.0,1.0,8.0,Informal conversation in the communal lounge area of an apartment,Casual_EverydayTalk
Miami,11926.0,2,1.0,1.0,4.0,Informal conversation in the communal lounge area of an apartment,Casual_EverydayTalk
Miami,11927.0,4,1.0,1.0,6.0,Informal conversation in the communal lounge area of an apartment,Casual_EverydayTalk
Miami,11939.0,2,12.0,12.0,19.0,Informal conversation in the communal lounge area of an apartment,Casual_EverydayTalk
Miami,11941.0,2,3.0,3.0,9.0,Informal conversation in the communal lounge area of an apartment,Casual_EverydayTalk
