corpus,source_row,sentence_id,language,span_len,switch_form,switch_upos,switch_deprel,switch_lang_tag,register,secondary_register,topic,sentence_len,speaker,age,gender,is_functional,upos_class,high_scope_deprel,switch_start,token_id,form,upos,deprel,raw_lang_tag
Miami,,2881.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,6.0,MAR,,,False,other,False,0,3.0,le,PRON,iobj,spa
Miami,,2881.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,6.0,MAR,,,True,functional,True,0,4.0,vamos,AUX,aux,spa
Miami,,2881.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,6.0,MAR,,,True,functional,False,0,5.0,a,PART,root,spa
Miami,181.0,2900.0,Spanish,2.0,en,ADP,case,spa,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,6.0,MAR,45.0,woman,True,functional,False,1,,,,,
Miami,181.0,2900.0,English,2.0,outside,ADJ,amod,eng,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,6.0,MAR,45.0,woman,False,lexical,False,1,,,,,
Miami,,2900.0,English,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,6.0,MAR,,,False,other,False,0,1.0,outside,ADV,advmod,eng
Miami,,2900.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,6.0,MAR,,,True,functional,False,1,2.0,en,ADP,case,spa
Miami,,2900.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,6.0,MAR,,,True,functional,False,0,3.0,el,DET,det,spa
Miami,,2900.0,English,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,6.0,MAR,,,False,lexical,False,1,4.0,outside,ADJ,amod,eng
Miami,,2900.0,English,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,6.0,MAR,,,False,lexical,False,0,5.0,refrigerator,NOUN,root,eng
Miami,182.0,2919.0,English,4.0,more,ADV,advmod,eng,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,6.0,MAR,45.0,woman,False,other,False,1,,,,,
Miami,,2919.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,6.0,MAR,,,False,other,False,0,1.0,cinco,NUM,nummod,spa
Miami,,2919.0,English,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,6.0,MAR,,,False,other,False,1,2.0,more,ADV,advmod,eng
Miami,,2919.0,English,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,6.0,MAR,,,False,lexical,False,0,3.0,frosting,NOUN,compound,eng
Miami,,2919.0,English,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,6.0,MAR,,,False,lexical,False,0,4.0,cupcake,NOUN,compound,eng
Miami,,2919.0,English,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,6.0,MAR,,,False,lexical,False,0,5.0,mix,NOUN,root,eng
Miami,183.0,2966.0,Spanish,11.0,que,SCONJ,mark,spa,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,14.0,MAR,45.0,woman,True,functional,True,1,,,,,
Miami,,2966.0,English,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,14.0,MAR,,,False,lexical,False,0,1.0,make,VERB,root,eng
Miami,,2966.0,English,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,14.0,MAR,,,False,lexical,False,0,2.0,sure,ADJ,xcomp,eng
Miami,,2966.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,14.0,MAR,,,True,functional,True,1,3.0,que,SCONJ,mark,spa
Miami,,2966.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,14.0,MAR,,,True,functional,False,0,4.0,no,PART,advmod,spa
Miami,,2966.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,14.0,MAR,,,False,lexical,False,0,5.0,hay,VERB,ccomp,spa
Miami,,2966.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,14.0,MAR,,,False,other,False,0,6.0,nada,PRON,nsubj,spa
Miami,,2966.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,14.0,MAR,,,True,functional,False,0,7.0,en,ADP,case,spa
Miami,,2966.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,14.0,MAR,,,True,functional,False,0,8.0,de,ADP,case,spa
Miami,,2966.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,14.0,MAR,,,True,functional,False,0,9.0,el,DET,det,spa
Miami,,2966.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,14.0,MAR,,,False,lexical,False,0,10.0,camino,NOUN,nmod,spa
Miami,,2966.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,14.0,MAR,,,True,functional,False,0,11.0,de,ADP,case,spa
Miami,,2966.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,14.0,MAR,,,True,functional,False,0,12.0,tu,DET,det,spa
Miami,,2966.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,14.0,MAR,,,False,lexical,False,0,13.0,abuelo,NOUN,nmod,spa
Miami,184.0,2985.0,English,2.0,domino,NOUN,nmod,eng,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,19.0,MAR,45.0,woman,False,lexical,False,1,,,,,
Miami,,2985.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,19.0,MAR,,,False,other,False,0,1.0,yo,PRON,nsubj,spa
Miami,,2985.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,19.0,MAR,,,False,lexical,False,0,2.0,tengo,VERB,root,spa
Miami,,2985.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,19.0,MAR,,,True,functional,True,0,3.0,que,SCONJ,mark,spa
Miami,,2985.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,19.0,MAR,,,False,lexical,False,0,4.0,traer,VERB,xcomp,spa
Miami,,2985.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,19.0,MAR,,,True,functional,False,0,5.0,mi,DET,det,spa
Miami,,2985.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,19.0,MAR,,,False,lexical,False,0,6.0,dominó,NOUN,obj,spa
Miami,,2985.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,19.0,MAR,,,False,other,False,0,7.0,también,ADV,advmod,spa
Miami,,2985.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,19.0,MAR,,,True,functional,False,0,8.0,para,ADP,case,spa
Miami,,2985.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,19.0,MAR,,,True,functional,True,0,9.0,que,SCONJ,mark,spa
Miami,,2985.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,19.0,MAR,,,True,functional,True,0,10.0,porque,SCONJ,mark,spa
Miami,,2985.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,19.0,MAR,,,True,functional,True,0,11.0,si,SCONJ,mark,spa
Miami,,2985.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,19.0,MAR,,,False,lexical,False,0,12.0,hay,VERB,advcl,spa
Miami,,2985.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,19.0,MAR,,,False,other,False,0,13.0,dos,NUM,nummod,spa
Miami,,2985.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,19.0,MAR,,,False,lexical,False,0,14.0,tipos,NOUN,nsubj,spa
Miami,,2985.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,19.0,MAR,,,True,functional,False,0,15.0,de,ADP,case,spa
Miami,,2985.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,19.0,MAR,,,True,functional,False,0,16.0,de,ADP,case,spa
Miami,,2985.0,English,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,19.0,MAR,,,False,lexical,False,1,17.0,domino,NOUN,nmod,eng
Miami,,2985.0,English,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,19.0,MAR,,,False,lexical,False,0,18.0,player,NOUN,compound,eng
Miami,185.0,2989.0,Spanish,6.0,ya,ADV,advmod,spa,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,8.0,MAR,45.0,woman,False,other,False,1,,,,,
Miami,,2989.0,English,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,8.0,MAR,,,False,other,True,0,1.0,well,ADV,discourse,eng
Miami,,2989.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,8.0,MAR,,,False,other,False,1,2.0,ya,ADV,advmod,spa
Miami,,2989.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,8.0,MAR,,,True,functional,True,0,3.0,estoy,AUX,cop,spa
Miami,,2989.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,8.0,MAR,,,False,lexical,False,0,4.0,cansado,ADJ,root,spa
Miami,,2989.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,8.0,MAR,,,True,functional,False,0,5.0,de,ADP,case,spa
Miami,,2989.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,8.0,MAR,,,False,lexical,False,0,6.0,oír,VERB,obl,spa
Miami,,2989.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,8.0,MAR,,,True,functional,False,0,7.0,el,DET,dep,spa
Miami,186.0,2990.0,English,1.0,shit,INTJ,root,eng,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Affect_Identity,3.0,MAR,45.0,woman,False,other,False,1,,,,,
Miami,,2990.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Affect_Identity,3.0,MAR,,,False,other,True,0,1.0,ah,INTJ,discourse,spa
Miami,,2990.0,English,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Affect_Identity,3.0,MAR,,,False,other,False,1,2.0,shit,INTJ,root,eng
Miami,187.0,3026.0,English,1.0,empty,ADJ,root,eng,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,4.0,MAR,45.0,woman,False,lexical,False,1,,,,,
Miami,,3026.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,4.0,MAR,,,True,functional,True,0,1.0,está,AUX,cop,spa
Miami,,3026.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,4.0,MAR,,,False,other,False,0,2.0,demasiado,ADV,advmod,spa
Miami,,3026.0,English,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,4.0,MAR,,,False,lexical,False,1,3.0,empty,ADJ,root,eng
Miami,188.0,3036.0,English,1.0,particular,ADJ,xcomp,eng,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,5.0,MAR,45.0,woman,False,lexical,False,1,,,,,
Miami,,3036.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,5.0,MAR,,,True,functional,False,0,1.0,no,PART,advmod,spa
Miami,,3036.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,5.0,MAR,,,False,lexical,False,0,2.0,seas,VERB,root,spa
Miami,,3036.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,5.0,MAR,,,False,other,False,0,3.0,tan,ADV,advmod,spa
Miami,,3036.0,English,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,5.0,MAR,,,False,lexical,False,1,4.0,particular,ADJ,xcomp,eng
Miami,189.0,3052.0,Spanish,3.0,jugo,NOUN,obj,spa,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,11.0,MAR,45.0,woman,False,lexical,False,1,,,,,
Miami,189.0,3052.0,English,1.0,Carla,PROPN,obl,eng&spa,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,11.0,MAR,45.0,woman,False,lexical,False,1,,,,,
Miami,189.0,3052.0,Spanish,5.0,que,SCONJ,mark,spa,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,11.0,MAR,45.0,woman,True,functional,True,1,,,,,
Miami,,3052.0,English,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,11.0,MAR,,,False,other,False,0,1.0,more,ADV,advmod,eng
Miami,,3052.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,11.0,MAR,,,False,lexical,False,1,2.0,jugo,NOUN,obj,spa
Miami,,3052.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,11.0,MAR,,,False,lexical,False,0,3.0,dile,VERB,root,spa
Miami,,3052.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,11.0,MAR,,,True,functional,False,0,4.0,a,ADP,case,spa
Miami,,3052.0,English,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,11.0,MAR,,,False,lexical,False,1,5.0,Carla,PROPN,obl,eng&spa
Miami,,3052.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,11.0,MAR,,,True,functional,True,1,6.0,que,SCONJ,mark,spa
Miami,,3052.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,11.0,MAR,,,False,other,False,0,7.0,te,PRON,iobj,spa
Miami,,3052.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,11.0,MAR,,,False,lexical,False,0,8.0,dé,VERB,ccomp,spa
Miami,,3052.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,11.0,MAR,,,False,other,False,0,9.0,more,ADV,advmod,spa
Miami,,3052.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,11.0,MAR,,,False,lexical,False,0,10.0,jugo,NOUN,obj,spa
Miami,190.0,3068.0,Spanish,3.0,no,PART,advmod,spa,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Affect_Identity,5.0,MAR,45.0,woman,True,functional,False,1,,,,,
Miami,,3068.0,English,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Affect_Identity,5.0,MAR,,,False,lexical,False,0,1.0,sweetheart,NOUN,vocative,eng
Miami,,3068.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Affect_Identity,5.0,MAR,,,True,functional,False,1,2.0,no,PART,advmod,spa
Miami,,3068.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Affect_Identity,5.0,MAR,,,False,lexical,False,0,3.0,quiero,VERB,root,spa
Miami,,3068.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Affect_Identity,5.0,MAR,,,True,functional,True,0,4.0,que,SCONJ,mark,spa
Miami,191.0,3094.0,Spanish,1.0,mama,NOUN,vocative,spa,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,4.0,MAR,45.0,woman,False,lexical,False,1,,,,,
Miami,,3094.0,English,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,4.0,MAR,,,False,lexical,False,0,1.0,come,VERB,root,eng
Miami,,3094.0,English,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,4.0,MAR,,,False,other,False,0,2.0,here,ADV,advmod,eng
Miami,,3094.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,4.0,MAR,,,False,lexical,False,1,3.0,mama,NOUN,vocative,spa
Miami,192.0,3141.0,English,1.0,blanky,NOUN,obj,eng,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,7.0,MAR,45.0,woman,False,lexical,False,1,,,,,
Miami,192.0,3141.0,Spanish,3.0,está,AUX,parataxis,spa,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,7.0,MAR,45.0,woman,True,functional,True,1,,,,,
Miami,,3141.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,7.0,MAR,,,False,lexical,False,0,1.0,mira,VERB,root,spa
Miami,,3141.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,7.0,MAR,,,True,functional,False,0,2.0,tu,DET,det,spa
Miami,,3141.0,English,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,7.0,MAR,,,False,lexical,False,1,3.0,blanky,NOUN,obj,eng
Miami,,3141.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,7.0,MAR,,,True,functional,True,1,4.0,está,AUX,parataxis,spa
Miami,,3141.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,7.0,MAR,,,False,other,False,0,5.0,aquí,ADV,advmod,spa
Miami,,3141.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,7.0,MAR,,,False,lexical,False,0,6.0,papo,NOUN,vocative,spa
Miami,193.0,3143.0,English,1.0,blanky,NOUN,obj,eng,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,5.0,MAR,45.0,woman,False,lexical,False,1,,,,,
Miami,,3143.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,5.0,MAR,,,False,lexical,False,0,1.0,mira,VERB,root,spa
Miami,,3143.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,5.0,MAR,,,False,other,False,0,2.0,aquí,ADV,advmod,spa
Miami,,3143.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,5.0,MAR,,,True,functional,False,0,3.0,tu,DET,det,spa
Miami,,3143.0,English,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,5.0,MAR,,,False,lexical,False,1,4.0,blanky,NOUN,obj,eng
Miami,194.0,3149.0,English,4.0,or,CCONJ,cc,eng,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Narratives_Quotations,18.0,MAR,45.0,woman,True,functional,True,1,,,,,
Miami,,3149.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Narratives_Quotations,18.0,MAR,,,False,other,False,0,1.0,nosotros,PRON,nsubj,spa
Miami,,3149.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Narratives_Quotations,18.0,MAR,,,True,functional,True,0,2.0,hemos,AUX,aux,spa
Miami,,3149.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Narratives_Quotations,18.0,MAR,,,False,lexical,False,0,3.0,hecho,VERB,root,spa
Miami,,3149.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Narratives_Quotations,18.0,MAR,,,False,other,False,0,4.0,diez,NUM,obj,spa
Miami,,3149.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Narratives_Quotations,18.0,MAR,,,True,functional,False,0,5.0,los,DET,det,spa
Miami,,3149.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Narratives_Quotations,18.0,MAR,,,False,other,False,0,6.0,que,PRON,nsubj,spa
Miami,,3149.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Narratives_Quotations,18.0,MAR,,,False,lexical,False,0,7.0,sal,VERB,dep,spa
Miami,,3149.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Narratives_Quotations,18.0,MAR,,,False,lexical,False,0,8.0,salimos,VERB,acl:relcl,spa
Miami,,3149.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Narratives_Quotations,18.0,MAR,,,True,functional,True,0,9.0,a,ADP,mark,spa
Miami,,3149.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Narratives_Quotations,18.0,MAR,,,False,lexical,False,0,10.0,jugar,VERB,xcomp,spa
Miami,,3149.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Narratives_Quotations,18.0,MAR,,,False,other,False,0,11.0,como,ADV,advmod,spa
Miami,,3149.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Narratives_Quotations,18.0,MAR,,,False,other,False,0,12.0,siete,NUM,nummod,spa
Miami,,3149.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Narratives_Quotations,18.0,MAR,,,False,lexical,False,0,13.0,piezas,NOUN,obl,spa
Miami,,3149.0,English,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Narratives_Quotations,18.0,MAR,,,True,functional,True,1,14.0,or,CCONJ,cc,eng
Miami,,3149.0,English,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Narratives_Quotations,18.0,MAR,,,False,other,False,0,15.0,something,PRON,conj,eng
Miami,,3149.0,English,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Narratives_Quotations,18.0,MAR,,,True,functional,False,0,16.0,like,ADP,case,eng
Miami,,3149.0,English,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Narratives_Quotations,18.0,MAR,,,False,other,False,0,17.0,that,PRON,nmod,eng
Miami,195.0,3154.0,English,1.0,eight,NUM,obl,eng,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,5.0,MAR,45.0,woman,False,other,False,1,,,,,
Miami,195.0,3154.0,Spanish,1.0,en,ADP,case,spa,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,5.0,MAR,45.0,woman,True,functional,False,1,,,,,
Miami,,3154.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,5.0,MAR,,,False,lexical,False,0,1.0,da,VERB,root,spa
Miami,,3154.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,5.0,MAR,,,False,lexical,False,0,2.0,igual,ADJ,obj,spa
Miami,,3154.0,English,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,5.0,MAR,,,False,other,False,1,3.0,eight,NUM,obl,eng
Miami,,3154.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,5.0,MAR,,,True,functional,False,1,4.0,en,ADP,case,spa
Miami,196.0,3157.0,Spanish,2.0,in,ADP,case,spa,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Narratives_Quotations,7.0,MAR,45.0,woman,True,functional,False,1,,,,,
Miami,,3157.0,English,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Narratives_Quotations,7.0,MAR,,,False,other,False,0,1.0,we,PRON,nsubj,eng
Miami,,3157.0,English,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Narratives_Quotations,7.0,MAR,,,True,functional,True,0,2.0,ve,AUX,aux,eng
Miami,,3157.0,English,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Narratives_Quotations,7.0,MAR,,,False,lexical,False,0,3.0,done,VERB,root,eng
Miami,,3157.0,English,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Narratives_Quotations,7.0,MAR,,,False,other,False,0,4.0,that,PRON,obj,eng
Miami,,3157.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Narratives_Quotations,7.0,MAR,,,True,functional,False,1,5.0,in,ADP,case,spa
Miami,,3157.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Narratives_Quotations,7.0,MAR,,,True,functional,False,0,6.0,la,DET,det,spa
Miami,197.0,3188.0,English,1.0,yard,NOUN,obl,eng,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,10.0,MAR,45.0,woman,False,lexical,False,1,,,,,
Miami,,3188.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,10.0,MAR,,,True,functional,True,0,1.0,a,ADP,mark,spa
Miami,,3188.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,10.0,MAR,,,False,lexical,False,0,2.0,ver,VERB,root,spa
Miami,,3188.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,10.0,MAR,,,False,other,False,0,3.0,cuánto,PRON,obj,spa
Miami,,3188.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,10.0,MAR,,,False,lexical,False,0,4.0,queda,VERB,ccomp,spa
Miami,,3188.0,Spanish,,,,,,"MAR is in a house with some of her relatives, at a family reunion.",family reunioun,Casual_EverydayTalk,10.0,MAR,,,False,other,False,0,5.0,cuánto,PRON,obj,spa
