corpus,sentence_id,n_switches,mean_span_len,median_span_len,sentence_len,register,topic
Paraguay,526,2,5.0,5.0,12,Informal,Personal_Emotional
Paraguay,527,14,1.5714285714285714,1.0,17,Informal,Humor_Rant
Paraguay,529,28,2.5714285714285716,1.5,46,Formal,PublicAdministration_Changes
Paraguay,531,16,2.0,1.5,20,Formal,Education_Policy_University
Paraguay,532,8,3.75,1.5,19,Informal,UserMention_Request_Response
Paraguay,535,6,2.6666666666666665,2.0,12,Formal,PublicAdministration_Changes
Paraguay,536,24,2.1666666666666665,2.0,34,Formal,Legislation_Policy
Paraguay,537,8,2.25,2.0,12,Formal,Crime_Investigation
Paraguay,538,6,1.0,1.0,10,Informal,Personal_Emotional
Paraguay,539,4,1.5,1.5,6,Formal,Crime_Investigation
Paraguay,540,10,2.6,2.0,20,Formal,Indigenous_CommunityAid
Paraguay,541,18,1.5555555555555556,1.0,24,Formal,Government_Announcement
Paraguay,542,32,1.6875,1.0,38,Formal,Government_Announcement
Paraguay,543,2,1.0,1.0,5,Informal,Humor_Rant
Paraguay,544,18,1.6666666666666667,1.0,20,Informal,UserMention_Request_Response
Paraguay,545,6,1.0,1.0,5,Informal,UserMention_Request_Response
Paraguay,546,8,2.25,2.5,16,Informal,Personal_Emotional
Paraguay,547,8,2.75,3.0,13,Formal,Cultural_Event_Festival
Paraguay,549,20,2.3,2.0,32,Formal,Cultural_Heritage_Archive
Paraguay,550,16,1.75,1.0,18,Formal,Government_Announcement
Paraguay,552,18,3.111111111111111,3.0,38,Formal,Cultural_Event_Festival
Paraguay,553,16,1.125,1.0,14,Formal,PublicAdministration_Changes
Paraguay,554,12,2.5,2.0,22,Formal,Legislation_Policy
Paraguay,555,12,2.3333333333333335,2.5,19,Formal,Government_Announcement
Paraguay,556,6,2.0,2.0,10,Formal,Environment_NationalParks
Paraguay,557,4,6.0,6.0,17,Informal,Entertainment_Music_Film
Paraguay,558,6,5.666666666666667,8.0,23,Formal,Announcement
Paraguay,561,22,1.8181818181818181,1.0,27,Formal,Protest_Report
Paraguay,562,12,1.1666666666666667,1.0,14,Informal,Entertainment_Music_Film
Paraguay,563,6,1.3333333333333333,1.0,5,Informal,Procurement_Licitation
Paraguay,564,8,3.0,1.5,19,Informal,Humor_Rant
Paraguay,565,6,3.3333333333333335,4.0,15,Informal,UserMention_Request_Response
Paraguay,567,10,1.0,1.0,14,Formal,Media_Broadcast_Notice
Paraguay,568,8,1.0,1.0,8,Formal,Crime_Investigation
Paraguay,569,8,4.0,3.5,30,Informal,Humor_Rant
Paraguay,572,10,2.0,2.0,14,Formal,Government_Announcement
Paraguay,573,16,2.375,2.5,27,Formal,Crime_Investigation
Paraguay,574,8,1.25,1.0,8,Formal,PublicAdministration_Changes
Paraguay,576,12,1.3333333333333333,1.0,14,Formal,Government_Announcement
Paraguay,578,10,2.4,1.0,14,Informal,Humor_Rant
Paraguay,579,2,6.0,6.0,15,Informal,Personal_Emotional
Paraguay,580,14,1.8571428571428572,2.0,20,Formal,Transport_PublicSafety
Paraguay,582,10,1.4,1.0,14,Informal,Indigenous_CommunityAid
Paraguay,583,4,3.0,3.0,11,Informal,Humor_Rant
Paraguay,584,6,4.0,2.0,14,Formal,Protest_Report
Paraguay,585,4,1.5,1.5,14,Informal,Sports_Event
Paraguay,586,18,2.111111111111111,1.0,23,Formal,PublicAdministration_Changes
Paraguay,587,8,4.25,1.5,23,Informal,Education_Policy_University
Paraguay,588,12,2.0,1.5,22,Formal,Cultural_Heritage_Archive
Paraguay,589,4,4.0,4.0,14,Informal,Humor_Rant
Paraguay,590,2,5.0,5.0,11,Informal,Humor_Rant
Paraguay,591,4,2.5,2.5,14,Informal,Opinion_Commentary
Paraguay,592,4,1.5,1.5,4,Formal,Government_Announcement
Paraguay,593,10,2.0,1.0,15,Informal,UserMention_Request_Response
Paraguay,594,16,2.0,2.0,24,Formal,Legal_Judicial
Paraguay,595,2,3.0,3.0,9,Informal,UserMention_Request_Response
Paraguay,597,8,3.5,2.5,19,Informal,Opinion_Commentary
Paraguay,599,4,3.5,3.5,10,Formal,Legal_Judicial
Paraguay,600,4,6.5,6.5,20,Formal,Media_Broadcast_Notice
Paraguay,601,6,5.0,4.0,19,Informal,Humor_Rant
Paraguay,602,14,1.1428571428571428,1.0,14,Informal,Cultural_Heritage_Archive
Paraguay,603,6,3.0,3.0,15,Informal,Personal_Emotional
Paraguay,604,6,3.6666666666666665,4.0,19,Informal,Opinion_Commentary
Paraguay,607,16,1.875,2.0,24,Formal,Crime_Investigation
Paraguay,608,2,3.0,3.0,7,Informal,UserMention_Request_Response
Paraguay,609,2,3.0,3.0,5,Informal,Humor_Rant
Paraguay,610,20,2.7,1.5,39,Formal,Corruption_Donations_Procurement
Paraguay,612,4,2.5,2.5,14,Informal,UserMention_Request_Response
Paraguay,613,4,3.5,3.5,11,Formal,Cultural_Event_Festival
Paraguay,614,4,3.5,3.5,12,Informal,Humor_Rant
Paraguay,616,8,1.25,1.0,6,Formal,Legislation_Policy
Paraguay,618,8,3.5,3.0,22,Formal,Cultural_Event_Festival
Paraguay,619,10,3.8,3.0,24,Formal,PublicHealth_Services
Paraguay,620,10,3.0,1.0,20,Formal,Protest_Report
Paraguay,621,10,1.8,1.0,13,Informal,Personal_Emotional
Paraguay,622,6,2.3333333333333335,2.0,11,Informal,Humor_Rant
Paraguay,623,16,2.0,1.5,20,Formal,Protest_Report
Paraguay,624,6,1.6666666666666667,2.0,7,Formal,Legislation_Policy
Paraguay,625,20,2.7,1.0,31,Formal,Indigenous_CommunityAid
Paraguay,626,2,4.0,4.0,11,Informal,UserMention_Request_Response
Paraguay,627,14,3.142857142857143,1.0,26,Formal,PublicAdministration_Changes
Paraguay,629,32,1.5,1.0,32,Formal,Government_Announcement
Paraguay,630,4,2.0,2.0,5,Formal,Health_COVID
Paraguay,631,8,1.25,1.0,6,Formal,Crime_Investigation
Paraguay,632,6,1.6666666666666667,1.0,8,Informal,UserMention_Request_Response
Paraguay,635,4,1.5,1.5,5,Informal,Commercial_Product
Paraguay,636,24,1.75,1.5,30,Formal,Government_Announcement
Paraguay,637,12,2.1666666666666665,2.0,24,Formal,Government_Announcement
Paraguay,638,16,2.875,1.0,30,Informal,Personal_Emotional
Paraguay,639,2,4.0,4.0,8,Informal,Personal_Emotional
Paraguay,640,14,1.5714285714285714,1.0,16,Formal,Transport_PublicSafety
Paraguay,641,6,2.6666666666666665,3.0,10,Formal,Legal_Judicial
Paraguay,642,12,1.5,1.0,13,Formal,Politics
Paraguay,643,6,2.0,2.0,8,Informal,UserMention_Request_Response
Paraguay,644,6,2.3333333333333335,3.0,10,Informal,Personal_Emotional
Paraguay,646,10,1.6,2.0,10,Informal,UserMention_Request_Response
Paraguay,647,4,1.5,1.5,6,Formal,Government_Announcement
Paraguay,648,16,1.875,1.5,21,Informal,Health_COVID
Paraguay,649,4,1.5,1.5,5,Informal,Opinion_Commentary
Paraguay,650,4,1.0,1.0,6,Informal,Cultural_Event_Festival
Paraguay,651,8,1.5,1.5,10,Formal,Education_Policy_University
Paraguay,653,28,1.9285714285714286,1.5,35,Formal,Corruption_Donations_Procurement
Paraguay,654,34,2.0,2.0,44,Formal,Procurement_Licitation
Paraguay,655,18,1.8888888888888888,2.0,23,Formal,Legal_Judicial
Paraguay,656,16,1.75,1.0,25,Formal,Other
Paraguay,657,12,2.1666666666666665,2.0,16,Formal,Rural_Community_Issues
Paraguay,658,6,3.0,3.0,10,Informal,UserMention_Request_Response
Paraguay,659,6,4.333333333333333,4.0,17,Informal,Humor_Rant
Paraguay,660,8,3.5,2.5,20,Informal,Opinion_Commentary
Paraguay,661,20,1.6,1.0,22,Informal,UserMention_Request_Response
Paraguay,662,8,2.5,2.0,16,Formal,Government_Announcement
Paraguay,663,10,1.6,2.0,12,Formal,Legal_Judicial
Paraguay,664,18,2.3333333333333335,2.0,22,Informal,Opinion_Commentary
Paraguay,667,24,1.8333333333333333,1.5,26,Formal,Indigenous_CommunityAid
Paraguay,668,6,2.6666666666666665,1.0,11,Informal,Humor_Rant
Paraguay,669,8,2.5,1.5,15,Formal,Corruption_Donations_Procurement
Paraguay,671,10,2.0,1.0,17,Informal,UserMention_Request_Response
Paraguay,672,20,1.3,1.0,17,Formal,Government_Announcement
Paraguay,673,16,2.0,1.0,23,Formal,Legislation_Policy
Paraguay,674,12,2.1666666666666665,2.0,17,Formal,PublicAdministration_Changes
Paraguay,675,4,1.0,1.0,9,Informal,Humor_Rant
Paraguay,677,22,2.090909090909091,1.0,31,Formal,Transport_PublicSafety
Paraguay,678,10,2.4,2.0,15,Informal,Opinion_Commentary
Paraguay,679,10,1.2,1.0,16,Formal,Government_Announcement
Paraguay,680,4,3.0,3.0,10,Formal,Indigenous_CommunityAid
Paraguay,681,18,2.3333333333333335,2.0,26,Formal,Procurement_Licitation
Paraguay,682,22,1.9090909090909092,2.0,35,Formal,Indigenous_CommunityAid
Paraguay,683,4,2.0,2.0,11,Informal,Personal_Emotional
Paraguay,684,24,1.4166666666666667,1.0,25,Formal,Legislation_Policy
Paraguay,685,10,1.4,1.0,9,Formal,Opinion_Commentary
Paraguay,686,18,3.2222222222222223,3.0,39,Formal,Indigenous_CommunityAid
Paraguay,687,48,1.5416666666666667,1.0,48,Formal,Legislation_Policy
Paraguay,689,8,3.25,3.0,17,Informal,Media_Broadcast_Notice
Paraguay,690,24,2.3333333333333335,2.0,36,Formal,Government_Announcement
Paraguay,694,6,1.6666666666666667,2.0,10,Informal,Cultural_Heritage_Archive
Paraguay,695,36,1.6111111111111112,1.0,39,Formal,Government_Announcement
Paraguay,696,6,2.0,2.0,18,Informal,Personal_Emotional
Paraguay,697,6,3.6666666666666665,2.0,13,Informal,Personal_Emotional
Paraguay,699,8,2.75,1.5,14,Informal,Humor_Rant
Paraguay,700,6,3.6666666666666665,5.0,13,Informal,Opinion_Commentary
Paraguay,701,14,1.1428571428571428,1.0,10,Formal,Infrastructure_Contract
Paraguay,702,30,1.8,1.0,36,Formal,Agriculture_Reactivation
Paraguay,703,10,1.2,1.0,11,Formal,Media_Broadcast_Notice
Paraguay,704,8,1.5,1.5,11,Formal,PublicAdministration_Changes
Paraguay,705,6,1.3333333333333333,1.0,6,Formal,Environment_NationalParks
Paraguay,706,40,1.8,1.0,48,Formal,Legal_Judicial
Paraguay,707,2,3.0,3.0,5,Informal,UserMention_Request_Response
Paraguay,708,28,1.3571428571428572,1.0,32,Informal,Opinion_Commentary
Paraguay,709,8,1.75,1.5,12,Informal,Personal_Emotional
Paraguay,710,8,2.5,3.0,20,Informal,Personal_Emotional
Paraguay,711,12,1.6666666666666667,1.5,14,Informal,Opinion_Commentary
Paraguay,712,24,1.75,1.5,31,Formal,Corruption_Donations_Procurement
Paraguay,713,6,2.3333333333333335,1.0,11,Formal,Legislation_Policy
Paraguay,714,16,1.5,1.0,18,Formal,Indigenous_CommunityAid
Paraguay,715,6,3.0,3.0,13,Informal,Humor_Rant
Paraguay,716,6,1.3333333333333333,1.0,9,Formal,Cultural_Heritage_Archive
Paraguay,717,20,1.4,1.0,18,Formal,Crime_Investigation
Paraguay,720,12,1.5,1.5,15,Informal,Humor_Rant
Paraguay,721,8,1.25,1.0,6,Formal,Other
Paraguay,722,6,1.6666666666666667,2.0,8,Formal,Government_Announcement
Paraguay,724,4,1.0,1.0,6,Formal,Cultural_Event_Festival
Paraguay,725,2,2.0,2.0,7,Informal,Entertainment_Music_Film
Paraguay,726,8,2.5,2.5,13,Informal,Opinion_Commentary
Paraguay,728,6,2.0,1.0,9,Informal,Humor_Rant
Paraguay,730,6,3.0,2.0,12,Informal,UserMention_Request_Response
Paraguay,731,10,2.0,1.0,13,Informal,UserMention_Request_Response
Paraguay,732,2,4.0,4.0,7,Formal,Government_Announcement
Paraguay,733,8,1.0,1.0,9,Informal,Opinion_Commentary
Paraguay,734,8,4.5,3.5,21,Informal,UserMention_Request_Response
Paraguay,735,20,2.4,1.5,30,Formal,PublicHealth_Services
Paraguay,738,28,2.0,1.0,43,Formal,Corruption_Donations_Procurement
Paraguay,739,10,4.2,5.0,27,Formal,PublicAdministration_Changes
Paraguay,740,4,3.0,3.0,8,Formal,Legal_Judicial
Paraguay,741,4,2.0,2.0,27,Informal,Humor_Rant
Paraguay,743,10,1.4,1.0,10,Informal,Personal_Emotional
Paraguay,745,18,1.1111111111111112,1.0,19,Formal,Opinion_Commentary
Paraguay,746,8,5.25,5.0,22,Informal,Personal_Emotional
Paraguay,747,12,1.6666666666666667,1.5,14,Informal,Sports_Event
Paraguay,748,18,2.5555555555555554,2.0,38,Formal,PublicAdministration_Changes
Paraguay,749,10,2.4,1.0,15,Informal,UserMention_Request_Response
Paraguay,750,10,4.8,4.0,32,Formal,Cultural_Event_Festival
Paraguay,751,4,4.5,4.5,19,Formal,Opinion_Commentary
Paraguay,752,20,2.1,2.0,28,Formal,Government_Announcement
Paraguay,753,20,3.1,2.0,38,Formal,PublicHealth_Services
Paraguay,755,8,1.75,1.0,10,Informal,UserMention_Request_Response
Paraguay,756,8,2.0,1.5,11,Formal,Mobilization_Call
Paraguay,757,8,3.25,2.5,20,Formal,Cultural_Heritage_Archive
Paraguay,758,24,2.5,2.5,37,Formal,Protest_Report
Paraguay,759,12,2.5,2.5,19,Informal,UserMention_Request_Response
Paraguay,760,24,1.3333333333333333,1.0,26,Formal,Government_Announcement
Paraguay,761,14,3.857142857142857,3.0,38,Formal,Education_Policy_University
Paraguay,764,26,1.5384615384615385,1.0,23,Formal,Legislation_Policy
Paraguay,765,8,1.25,1.0,10,Informal,Humor_Rant
Paraguay,766,6,3.3333333333333335,1.0,15,Informal,Shopping_PersonalPurchase
Paraguay,767,16,1.75,1.5,21,Informal,Humor_Rant
Paraguay,768,4,1.0,1.0,14,Informal,UserMention_Request_Response
Paraguay,771,12,2.0,2.0,16,Formal,Cultural_Event_Festival
Paraguay,772,4,2.0,2.0,8,Informal,UserMention_Request_Response
Paraguay,773,8,2.5,1.0,15,Informal,Shopping_PersonalPurchase
Paraguay,774,4,2.5,2.5,7,Informal,Personal_Emotional
Paraguay,775,6,3.0,1.0,11,Informal,Humor_Rant
Paraguay,777,36,2.111111111111111,2.0,43,Formal,Cultural_Heritage_Archive
Paraguay,778,16,2.375,2.0,28,Formal,PublicAdministration_Changes
Paraguay,779,12,2.0,1.5,17,Formal,Legislation_Policy
Paraguay,780,28,2.5,2.0,48,Formal,PublicAdministration_Changes
Paraguay,781,10,1.4,1.0,10,Informal,Humor_Rant
Paraguay,783,4,4.0,4.0,20,Informal,Opinion_Commentary
Paraguay,785,4,4.0,4.0,12,Formal,Health_COVID
Paraguay,786,20,1.8,1.5,21,Formal,Crime_Investigation
Paraguay,787,18,2.5555555555555554,2.0,36,Formal,PublicAdministration_Changes
Paraguay,788,4,1.0,1.0,13,Formal,Opinion_Commentary
Paraguay,789,20,3.5,1.5,46,Formal,Protest_Report
Paraguay,791,10,1.8,2.0,22,Informal,Personal_Emotional
Paraguay,794,10,3.2,1.0,20,Informal,UserMention_Request_Response
Paraguay,795,10,1.8,2.0,14,Formal,PublicAdministration_Changes
Paraguay,796,4,5.5,5.5,17,Informal,Personal_Emotional
Paraguay,797,14,2.5714285714285716,2.0,38,Informal,UserMention_Request_Response
Paraguay,799,6,5.0,3.0,19,Informal,Crime_Investigation
Paraguay,800,6,2.0,1.0,12,Formal,Government_Announcement
Paraguay,801,6,2.0,2.0,8,Formal,Education_Policy_University
Paraguay,803,12,2.1666666666666665,2.0,23,Informal,Humor_Rant
Paraguay,804,14,1.4285714285714286,1.0,14,Formal,Procurement_Licitation
Paraguay,806,6,4.0,3.0,15,Informal,Personal_Emotional
Paraguay,807,12,1.5,1.0,14,Formal,Government_Announcement
Paraguay,808,10,1.4,1.0,10,Formal,Cultural_Heritage_Archive
Paraguay,809,8,1.75,1.0,12,Informal,UserMention_Request_Response
Paraguay,810,12,2.1666666666666665,2.0,21,Informal,Humor_Rant
Paraguay,812,6,3.0,3.0,13,Informal,Personal_Emotional
Paraguay,813,4,2.5,2.5,9,Formal,Entertainment_Music_Film
Paraguay,814,8,2.25,1.0,13,Formal,Cultural_Heritage_Archive
Paraguay,815,4,2.5,2.5,8,Informal,Humor_Rant
Paraguay,816,34,1.7647058823529411,1.0,35,Formal,Transport_PublicSafety
Paraguay,818,14,2.4285714285714284,2.0,29,Formal,Government_Announcement
Paraguay,819,30,2.1333333333333333,2.0,43,Formal,Cultural_Event_Festival
Paraguay,821,12,2.0,1.5,16,Informal,Humor_Rant
Paraguay,822,6,1.6666666666666667,1.0,11,Informal,Personal_Emotional
Paraguay,823,18,2.0,1.0,29,Formal,Transport_PublicSafety
Paraguay,824,2,7.0,7.0,8,Formal,Environment_NationalParks
Paraguay,825,12,1.8333333333333333,1.5,14,Formal,Government_Announcement
Paraguay,828,6,1.3333333333333333,1.0,11,Informal,Sports_Event
Paraguay,829,14,1.5714285714285714,1.0,13,Formal,Legal_Judicial
Paraguay,830,8,1.75,1.0,10,Informal,Education_Policy_University
Paraguay,831,10,2.2,2.0,13,Formal,PublicHealth_Services
Paraguay,833,12,1.1666666666666667,1.0,9,Formal,Legal_Judicial
Paraguay,834,14,1.5714285714285714,1.0,15,Formal,PublicAdministration_Changes
Paraguay,836,4,1.5,1.5,4,Informal,UserMention_Request_Response
Paraguay,837,4,1.0,1.0,6,Informal,Personal_Emotional
Paraguay,838,12,5.0,5.0,41,Formal,Cultural_Event_Festival
Paraguay,839,10,3.2,2.0,23,Formal,Cultural_Event_Festival
Paraguay,840,10,2.4,3.0,23,Informal,Personal_Emotional
Paraguay,841,8,2.0,2.0,12,Formal,Infrastructure_Contract
Paraguay,843,10,1.4,1.0,10,Informal,UserMention_Request_Response
Paraguay,844,6,1.3333333333333333,1.0,6,Informal,UserMention_Request_Response
Paraguay,845,24,1.8333333333333333,1.0,30,Formal,Government_Announcement
Paraguay,846,12,1.1666666666666667,1.0,14,Formal,Legislation_Policy
Paraguay,847,4,3.5,3.5,10,Formal,Education_Policy_University
Paraguay,848,12,1.5,1.5,15,Formal,Corruption_Donations_Procurement
Paraguay,849,4,1.5,1.5,5,Informal,Transport_PublicSafety
Paraguay,851,2,4.0,4.0,9,Formal,Cultural_Heritage_Archive
Paraguay,854,8,2.5,2.5,13,Formal,Legal_Judicial
Paraguay,855,2,1.0,1.0,6,Formal,Commercial_Product
Paraguay,856,4,2.5,2.5,10,Formal,Legal_Judicial
Paraguay,857,2,3.0,3.0,10,Informal,Protest_Report
Paraguay,858,26,1.5384615384615385,1.0,30,Formal,Transport_PublicSafety
Paraguay,859,4,2.0,2.0,13,Informal,Opinion_Commentary
Paraguay,860,14,1.7142857142857142,1.0,15,Formal,Cultural_Heritage_Archive
Paraguay,862,12,1.6666666666666667,1.5,15,Formal,Cultural_Event_Festival
Paraguay,863,12,2.1666666666666665,1.5,17,Formal,Commercial_Product
Paraguay,864,8,1.75,1.5,9,Informal,UserMention_Request_Response
Paraguay,865,24,2.0833333333333335,1.0,38,Formal,Government_Announcement
Paraguay,866,2,1.0,1.0,6,Informal,Personal_Emotional
Paraguay,867,2,3.0,3.0,11,Formal,Cultural_Event_Festival
Paraguay,868,12,2.0,1.5,20,Formal,Cultural_Event_Festival
Paraguay,869,6,4.0,4.0,16,Informal,UserMention_Request_Response
Paraguay,871,30,1.2666666666666666,1.0,26,Formal,Legislation_Policy
Paraguay,872,26,2.0,2.0,29,Formal,Government_Announcement
Paraguay,873,8,2.0,1.5,10,Informal,Opinion_Commentary
Paraguay,875,8,2.25,2.5,13,Formal,Government_Announcement
Paraguay,876,6,5.0,4.0,19,Formal,Mobilization_Call
Paraguay,877,10,1.0,1.0,7,Formal,Government_Announcement
Paraguay,878,10,2.0,1.0,16,Informal,UserMention_Request_Response
Paraguay,879,6,2.3333333333333335,3.0,15,Informal,Entertainment_Music_Film
Paraguay,880,6,1.6666666666666667,1.0,12,Informal,Legislation_Policy
Paraguay,881,18,2.2222222222222223,2.0,25,Formal,PublicAdministration_Changes
Paraguay,882,6,3.0,3.0,16,Formal,Infrastructure_Contract
Paraguay,884,8,2.25,2.0,14,Informal,UserMention_Request_Response
Paraguay,885,8,1.0,1.0,7,Informal,Opinion_Commentary
Paraguay,887,20,2.3,1.0,34,Formal,Cultural_Event_Festival
Paraguay,888,6,1.3333333333333333,1.0,11,Formal,Cultural_Heritage_Archive
Paraguay,891,12,2.0,2.0,19,Formal,Corruption_Donations_Procurement
Paraguay,892,8,2.75,2.5,17,Formal,Infrastructure_Contract
Paraguay,893,14,2.5714285714285716,2.0,25,Formal,Cultural_Event_Festival
Paraguay,894,18,2.4444444444444446,2.0,27,Formal,Corruption_Donations_Procurement
Paraguay,895,16,2.375,2.0,22,Formal,Protest_Report
Paraguay,896,2,2.0,2.0,7,Formal,Government_Announcement
Paraguay,897,18,1.8888888888888888,1.0,24,Formal,Protest_Report
Paraguay,898,8,2.75,3.0,18,Formal,Mobilization_Call
Paraguay,899,50,1.6,1.0,49,Formal,Health_COVID
Paraguay,900,4,4.5,4.5,18,Informal,Humor_Rant
Paraguay,901,24,1.6666666666666667,1.0,26,Formal,Procurement_Licitation
Paraguay,902,10,1.6,1.0,13,Formal,PublicAdministration_Changes
Paraguay,903,12,1.8333333333333333,2.0,15,Formal,PublicAdministration_Changes
Paraguay,904,6,1.3333333333333333,1.0,5,Informal,Personal_Emotional
Paraguay,905,4,2.0,2.0,7,Informal,Personal_Emotional
Paraguay,906,30,1.8666666666666667,1.0,37,Formal,PublicAdministration_Changes
Paraguay,907,10,2.4,2.0,21,Informal,Sports_Event
Paraguay,908,4,1.0,1.0,5,Informal,Humor_Rant
Paraguay,911,2,1.0,1.0,3,Informal,Personal_Emotional
Paraguay,912,8,2.25,2.0,19,Informal,Humor_Rant
Paraguay,913,16,1.875,1.0,22,Formal,PublicAdministration_Changes
Paraguay,914,4,3.0,3.0,11,Informal,Humor_Rant
Paraguay,915,16,2.375,2.0,28,Formal,Cultural_Event_Festival
Paraguay,916,12,2.5,1.5,21,Formal,Cultural_Event_Festival
Paraguay,917,14,1.8571428571428572,2.0,22,Formal,Agriculture_Reactivation
Paraguay,918,8,1.75,2.0,14,Formal,Government_Announcement
Paraguay,919,10,1.6,1.0,20,Informal,Humor_Rant
Paraguay,922,8,2.75,1.5,15,Informal,Personal_Emotional
Paraguay,923,10,2.8,2.0,24,Informal,UserMention_Request_Response
Paraguay,924,6,1.6666666666666667,1.0,9,Informal,Entertainment_Music_Film
Paraguay,925,4,2.5,2.5,8,Informal,UserMention_Request_Response
Paraguay,926,24,1.8333333333333333,1.5,33,Formal,Legislation_Policy
Paraguay,927,6,2.3333333333333335,2.0,10,Informal,UserMention_Request_Response
Paraguay,928,14,1.7142857142857142,1.0,19,Formal,Legal_Judicial
Paraguay,930,10,3.2,3.0,19,Formal,Government_Announcement
Paraguay,931,8,1.0,1.0,9,Formal,Health_COVID
Paraguay,932,18,2.3333333333333335,2.0,27,Formal,Mobilization_Call
Paraguay,936,10,1.8,2.0,12,Formal,Indigenous_CommunityAid
Paraguay,937,10,1.0,1.0,13,Formal,Cultural_Heritage_Archive
Paraguay,938,12,1.6666666666666667,2.0,19,Formal,Sports_Event
Paraguay,939,10,1.8,2.0,12,Informal,UserMention_Request_Response
Paraguay,940,8,1.5,1.5,11,Formal,Government_Announcement
Paraguay,943,2,1.0,1.0,4,Formal,Agriculture_Reactivation
Paraguay,944,8,3.5,3.5,19,Formal,PublicAdministration_Changes
Paraguay,945,4,2.5,2.5,6,Informal,UserMention_Request_Response
Paraguay,947,2,3.0,3.0,5,Informal,Humor_Rant
Paraguay,948,14,1.8571428571428572,1.0,15,Formal,Crime_Investigation
Paraguay,949,30,1.6,1.0,36,Formal,Mobilization_Call
Paraguay,950,4,1.5,1.5,12,Informal,Humor_Rant
Paraguay,951,14,2.7142857142857144,3.0,27,Formal,Cultural_Event_Festival
Paraguay,952,10,2.0,2.0,17,Formal,Government_Announcement
Paraguay,953,8,1.5,1.5,8,Formal,PublicAdministration_Changes
Paraguay,954,8,1.75,2.0,13,Formal,Cultural_Event_Festival
Paraguay,955,8,1.25,1.0,6,Informal,Personal_Emotional
Paraguay,957,4,5.5,5.5,16,Formal,Cultural_Event_Festival
Paraguay,958,10,1.6,1.0,12,Formal,Corruption_Donations_Procurement
Paraguay,959,46,1.434782608695652,1.0,41,Formal,Legislation_Policy
Paraguay,961,24,1.4166666666666667,1.0,23,Formal,Government_Announcement
Paraguay,962,20,2.0,1.5,27,Formal,Crime_Investigation
Paraguay,964,4,3.0,3.0,8,Informal,Humor_Rant
Paraguay,965,12,1.3333333333333333,1.0,9,Informal,UserMention_Request_Response
Paraguay,966,8,3.0,2.5,22,Formal,Cultural_Event_Festival
Paraguay,967,8,3.0,3.5,16,Informal,Personal_Emotional
Paraguay,968,4,2.0,2.0,10,Formal,Media_Broadcast_Notice
Paraguay,969,6,2.0,2.0,12,Informal,UserMention_Request_Response
Paraguay,970,8,3.5,1.0,18,Formal,PublicAdministration_Changes
Paraguay,971,6,3.0,4.0,16,Informal,UserMention_Request_Response
Paraguay,972,8,1.75,2.0,9,Formal,Transport_PublicSafety
Paraguay,973,16,3.5,3.0,40,Formal,Cultural_Event_Festival
Paraguay,974,4,2.5,2.5,11,Informal,Personal_Emotional
Paraguay,975,8,2.0,2.0,16,Formal,Transport_PublicSafety
Paraguay,977,8,1.75,1.5,10,Formal,Legislation_Policy
Paraguay,978,12,1.5,1.0,18,Informal,Personal_Emotional
Paraguay,979,12,1.5,1.0,18,Informal,Humor_Rant
Paraguay,981,8,1.5,1.0,10,Formal,Government_Announcement
Paraguay,982,6,3.3333333333333335,4.0,15,Informal,Humor_Rant
Paraguay,983,4,5.0,5.0,12,Formal,Commercial_Product
Paraguay,984,6,2.3333333333333335,2.0,8,Informal,UserMention_Request_Response
Paraguay,985,18,4.111111111111111,2.0,53,Formal,Media_Broadcast_Notice
Paraguay,986,8,2.5,2.0,13,Informal,UserMention_Request_Response
Paraguay,987,8,2.5,1.5,16,Formal,Opinion_Commentary
Paraguay,988,22,1.8181818181818181,1.0,25,Formal,Corruption_Donations_Procurement
Paraguay,990,12,3.0,3.0,24,Formal,Government_Announcement
Paraguay,991,6,2.0,1.0,9,Informal,Opinion_Commentary
Paraguay,992,8,4.25,4.5,21,Informal,Crime_Investigation
Paraguay,996,28,1.5714285714285714,1.5,34,Formal,Commercial_Product
Paraguay,997,6,1.3333333333333333,1.0,9,Informal,Humor_Rant
Paraguay,998,4,2.5,2.5,8,Informal,Humor_Rant
Paraguay,999,36,1.3888888888888888,1.0,30,Formal,Corruption_Donations_Procurement
Paraguay,1000,4,3.5,3.5,8,Informal,UserMention_Request_Response
Paraguay,1001,8,2.0,1.5,18,Informal,Personal_Emotional
Paraguay,1002,6,1.0,1.0,8,Informal,Personal_Emotional
Paraguay,1003,24,1.6666666666666667,1.0,27,Formal,Corruption_Donations_Procurement
Paraguay,1004,4,2.5,2.5,6,Informal,Humor_Rant
Paraguay,1005,10,1.8,2.0,15,Informal,UserMention_Request_Response
Paraguay,1007,8,2.25,2.0,13,Informal,UserMention_Request_Response
Paraguay,1008,14,1.5714285714285714,1.0,19,Formal,Corruption_Donations_Procurement
Paraguay,1009,6,1.6666666666666667,1.0,13,Informal,Humor_Rant
Paraguay,1010,26,2.0,1.0,34,Formal,Government_Announcement
Paraguay,1012,10,1.6,1.0,12,Informal,Corruption_Donations_Procurement
Paraguay,1013,4,1.5,1.5,4,Informal,UserMention_Request_Response
Paraguay,1014,26,2.769230769230769,2.0,46,Formal,Crime_Investigation
Paraguay,1015,10,1.2,1.0,12,Formal,Legal_Judicial
Paraguay,1016,2,6.0,6.0,18,Formal,Opinion_Commentary
